Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Env_0Min_(TMT 127C PCN),_Env_0Min_(TMT 128N PCN),WT_5Min_(TMT 128C PCN),WT_5Min_(TMT 129N PCN),_Env_5Min_(TMT 129C PCN),_Env_5Min_(TMT 130N PCN),_Genome_5Min_(TMT 130C PCN),_Genome_5Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG242601,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5,248,62.9,8.468,44.76,1,100,25,22,10,9,8,5.83E-302,1,1,10121.1741,8567.468612,9637.787667,7375.269537,9272.140212,9093.371789,10950.79173,8723.160687,10120.67493,12430.95475,Q15056,EIF4H
PG249360,sp|P54132|BLM_HUMAN Bloom syndrome protein OS=Homo sapiens GN=BLM PE=1 SV=1,1417,18.56,18,2.047,1,66,22,1,2,2,1,1.89E-301,1,1,12057.9353,11363.73521,10673.76772,12308.20742,12987.46775,11774.50156,12686.09652,12167.6599,11169.12222,13214.72165,P54132,BLM
PG250875,sp|Q13098-7|CSN1_HUMAN Isoform 2 of COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1,527,35.48,2.657,15.56,4,90,20,18,9,8,7,1.23E-300,1,1,8276.302591,9736.773271,8053.476038,8104.239846,6574.623645,8345.400797,6979.473088,8450.723535,8733.569713,7983.497938,Q13098|Q13098-5|Q13098-7|C9JFE4,GPS1
PG249314,sp|Q9Y6D6|BIG1_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=2,1849,15.2,11.74,0.7572,1,47,23,6,6,5,4,7.39E-299,1,1,16707.1754,17575.48794,17573.39148,20835.86088,21392.69887,15503.7874,18773.44499,21510.29652,20421.52249,22333.56343,Q9Y6D6,ARFGEF1
PG244948,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1,156,69.23,7.692,49.36,1,126,20,17,14,8,7,2.66E-288,1,1,13538.67966,16276.89002,22322.87964,21263.43985,19851.91007,17869.94896,23825.61832,18586.07258,19142.83499,22366.92739,P62750,RPL23A
PG247769,sp|O43379|WDR62_HUMAN WD repeat-containing protein 62 OS=Homo sapiens GN=WDR62 PE=1 SV=4,1518,18.97,1.186,1.581,1,78,20,19,5,5,4,8.82E-286,1,1,2762.164435,2725.73226,2942.00125,2300.005192,2215.445884,2566.419734,3713.401328,2392.585277,3603.973112,2686.865954,O43379,WDR62
PG265650,tr|R4GN35|R4GN35_HUMAN DENN domain-containing protein 4C OS=Homo sapiens GN=DENND4C PE=1 SV=1,1958,16.55,16.19,0.7661,1,73,21,1,1,1,0,6.48E-285,1,1,8731.552539,9484.668966,7536.042547,8627.732673,8240.770576,9712.56749,9581.246553,11234.75868,10793.72537,8849.387521,R4GN35,DENND4C
PG253622,sp|Q9NZL9|MAT2B_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B PE=1 SV=1,334,76.35,7.186,11.68,1,81,21,19,10,10,9,1.40E-284,1,1,8304.421334,7950.262983,7086.091686,8627.799382,9104.568852,10762.5886,7806.014585,6557.462002,9611.234935,8134.307272,Q9NZL9,MAT2B
PG245297,sp|Q9UKM9|RALY_HUMAN RNA-binding protein Raly OS=Homo sapiens GN=RALY PE=1 SV=1,306,65.36,7.516,15.36,1,218,19,18,12,11,10,1.95E-283,1,1,4785.26214,5135.660204,4487.646851,3882.001573,8523.43314,5991.376241,7433.393933,7097.317819,7136.763416,5282.533318,Q9UKM9,RALY
PG257070,sp|O15014|ZN609_HUMAN Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2,1411,18.36,18.36,1.914,1,93,21,0,1,1,0,2.97E-277,1,1,8341.977904,10175.07729,12302.69321,12022.21338,14200.60561,13489.05144,15499.98239,13977.24397,15972.5352,14511.7358,O15014,ZNF609
PG242602,sp|Q15056-2|IF4H_HUMAN Isoform Short of Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H,228,63.6,4.386,45.18,1,94,23,22,10,9,8,3.15E-275,1,1,6507.006625,5867.754762,4492.704769,5840.666481,5464.219063,6786.926647,5831.903566,5160.09569,5416.840677,7245.714541,Q15056-2,EIF4H
PG253103,sp|Q9NYZ3|GTSE1_HUMAN G2 and S phase-expressed protein 1 OS=Homo sapiens GN=GTSE1 PE=1 SV=3,720,33.06,33.06,5.556,1,130,21,0,1,1,0,9.16E-270,1,1,25238.19401,24070.27343,23460.28179,26227.08319,23545.22097,22770.75336,25715.25753,25148.36182,23705.24728,22424.76357,Q9NYZ3,GTSE1
PG242919,sp|Q15652|JHD2C_HUMAN Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens GN=JMJD1C PE=1 SV=2,2540,9.961,9.646,1.417,2,72,20,1,2,2,1,9.35E-265,1,1,4274.266073,5584.088014,3787.730647,4234.79278,4687.592849,5920.628365,5243.475589,5179.730062,5581.036397,5101.943976,Q15652|Q15652-3,JMJD1C
PG256793,sp|Q9ULM3|YETS2_HUMAN YEATS domain-containing protein 2 OS=Homo sapiens GN=YEATS2 PE=1 SV=2,1422,17.23,17.23,2.321,1,83,19,0,1,1,0,2.22E-263,1,1,5607.158471,6180.20611,5423.215612,6466.192615,6265.610372,5962.981342,4309.473641,6063.714921,6343.642564,5075.676313,Q9ULM3,YEATS2
PG260432,tr|F8VP89|F8VP89_HUMAN Eukaryotic translation initiation factor 4B (Fragment) OS=Homo sapiens GN=EIF4B PE=1 SV=1,275,45.82,11.27,24.36,1,99,25,22,11,9,8,6.28E-263,1,1,14833.48563,14298.19811,13686.03263,12922.99291,13195.72609,14010.09352,12426.78577,13248.07986,12756.63484,13612.8556,F8VP89,EIF4B
PG255683,sp|Q9Y6M7-13|S4A7_HUMAN Isoform 13 of Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7,1135,18.41,17.27,5.022,1,76,18,1,1,1,0,7.49E-263,1,1,5679.236548,5573.94548,4520.602301,5803.524762,5431.700607,5696.712485,4595.808869,5062.376566,6314.910592,5610.185589,Q9Y6M7-13,SLC4A7
PG257400,sp|Q86UK7-2|ZN598_HUMAN Isoform 2 of Zinc finger protein 598 OS=Homo sapiens GN=ZNF598,896,24.89,6.25,3.125,1,39,18,15,10,10,9,4.91E-262,1,1,1980.600511,2488.023275,2455.845253,2868.113092,3310.860516,3474.51719,2227.303379,2342.392907,3861.079264,3113.657357,Q86UK7-2,ZNF598
PG246742,sp|P09493-4|TPM1_HUMAN Isoform 4 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1,284,47.54,9.507,17.96,1,78,21,18,16,9,8,9.42E-261,1,1,27546.46565,30009.99015,27481.40851,26636.95425,21354.32915,27635.66576,24690.95957,24329.74213,23042.07029,23601.04337,P09493-4,TPM1
PG248228,sp|Q9UHB7|AFF4_HUMAN AF4/FMR2 family member 4 OS=Homo sapiens GN=AFF4 PE=1 SV=1,1163,21.24,21.24,6.191,1,78,21,0,1,1,0,3.44E-259,1,1,19444.59,19327.51964,17133.0284,17812.94652,21117.04227,17508.25779,17882.01252,18896.73554,18841.86987,18349.24258,Q9UHB7,AFF4
PG242819,sp|Q15058|KIF14_HUMAN Kinesin-like protein KIF14 OS=Homo sapiens GN=KIF14 PE=1 SV=1,1648,12.68,12.68,1.335,1,30,21,0,1,1,0,9.55E-256,1,1,3403.547909,4774.192727,13362.31365,10962.00326,12290.81781,10255.65712,13525.15236,12169.89791,15754.04518,9959.65914,Q15058,KIF14
PG245013,sp|P28749|RBL1_HUMAN Retinoblastoma-like protein 1 OS=Homo sapiens GN=RBL1 PE=1 SV=3,1068,21.35,21.35,5.243,1,79,18,0,1,1,0,1.51E-255,1,1,5124.34686,4934.620653,5707.048844,5188.814269,5728.472754,4192.825088,5835.584045,5865.193542,6336.737952,5781.342073,P28749,RBL1
PG247446,sp|Q5VYS8|TUT7_HUMAN Terminal uridylyltransferase 7 OS=Homo sapiens GN=ZCCHC6 PE=1 SV=1,1495,14.11,13.51,0.8027,2,35,19,1,1,1,0,2.70E-254,1,1,5116.589173,5423.826325,5812.969008,6166.271208,6380.904581,4359.140799,6321.388102,7580.740858,7523.802168,5261.037097,Q5VYS8|Q5VYS8-6,ZCCHC6
PG249698,sp|Q92793|CBP_HUMAN CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3,2442,8.067,3.972,1.515,1,30,19,12,3,3,2,4.47E-253,1,1,10315.32444,10646.56616,7494.295706,12263.32307,14807.21469,14551.89831,15541.95528,16320.78547,16993.79871,16673.32333,Q92793,CREBBP
PG257255,sp|O75362|ZN217_HUMAN Zinc finger protein 217 OS=Homo sapiens GN=ZNF217 PE=1 SV=1,1048,21.18,20.32,9.447,1,88,18,1,2,2,1,3.88E-249,1,1,14973.11023,14380.43029,12382.54095,17290.2921,14965.70067,13061.14184,16520.95354,17973.14168,18274.72424,16866.91947,O75362,ZNF217
PG245915,sp|Q96Q15|SMG1_HUMAN Serine/threonine-protein kinase SMG1 OS=Homo sapiens GN=SMG1 PE=1 SV=3,3661,6.474,6.474,0.3005,1,41,20,0,1,1,0,1.08E-246,1,1,23253.57218,21087.66645,21843.22694,18170.54226,25284.57122,26850.4157,24902.5492,26773.24267,25797.65577,26237.96712,Q96Q15,SMG1
PG253279,tr|J3KPH8|J3KPH8_HUMAN Histone deacetylase OS=Homo sapiens GN=HDAC7 PE=1 SV=1,1014,22.39,22.39,1.677,8,69,18,0,1,1,0,6.68E-246,1,1,26214.31546,24829.89842,24871.21169,24416.26283,22261.25415,24715.2883,22813.96287,22956.70196,19339.09046,21685.97787,Q8WUI4|Q8WUI4-3|Q8WUI4-4|Q8WUI4-5|Q8WUI4-6|Q8WUI4-7|Q8WUI4-8|J3KPH8,HDAC7
PG256052,sp|Q01105-2|SET_HUMAN Isoform 2 of Protein SET OS=Homo sapiens GN=SET,277,52.35,12.27,28.52,1,84,17,14,6,5,4,4.42E-244,1,1,19575.21243,24451.2968,17802.12101,20393.40608,23068.63798,26969.87343,18582.67781,23923.8503,17977.0899,24964.26952,Q01105-2,SET
PG246428,sp|Q4KMP7|TB10B_HUMAN TBC1 domain family member 10B OS=Homo sapiens GN=TBC1D10B PE=1 SV=3,808,25.25,25.25,9.282,1,86,19,0,1,1,0,2.01E-241,1,1,6201.133498,6166.191085,6115.277191,6457.263742,5746.791084,8019.605553,6014.823548,6317.782655,6394.772242,6250.006909,Q4KMP7,TBC1D10B
PG242835,sp|P22694-2|KAPCB_HUMAN Isoform 2 of cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB,398,40.95,21.61,19.6,1,42,17,9,5,5,4,3.72E-240,1,1,7010.968171,5295.509798,4671.037026,5989.71575,5317.332438,5748.004874,5146.967845,5505.14804,4958.014208,5926.318445,P22694-2,PRKACB
PG252865,sp|Q13439-5|GOGA4_HUMAN Isoform 5 of Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4,2243,9.987,9.63,0,4,43,19,1,1,1,0,5.07E-237,1,1,9682.457786,8620.019554,7621.219688,8178.321876,9230.652585,9643.836045,8843.671046,7948.969394,8937.192225,9517.889108,Q13439|Q13439-3|Q13439-4|Q13439-5,GOLGA4
PG255181,sp|P67775|PP2AA_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens GN=PPP2CA PE=1 SV=1,309,66.34,6.796,0,1,73,15,13,7,7,6,2.70E-236,1,1,19486.08716,19129.09833,17012.42529,17964.32443,17999.0498,17235.89964,16013.37345,13983.86408,17817.07251,18428.73557,P67775,PPP2CA
PG256841,tr|A6NHB5|A6NHB5_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=1,1372,18.44,17.71,1.895,2,55,16,1,1,1,0,3.29E-236,1,1,17685.54499,19119.8151,14185.62321,17977.84827,15877.68825,15849.75437,15661.01269,15332.73537,16946.7938,15997.54452,Q14202|A6NHB5,ZMYM3
PG256809,sp|P16989|YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4,372,62.1,14.52,18.55,1,55,18,14,11,8,7,1.43E-234,1,1,3619.288713,3830.060939,3832.18369,4521.574423,3936.355869,3528.619853,3630.548889,4022.452424,5237.607512,3688.709936,P16989,YBX3
PG250365,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,602,36.88,36.88,1.163,1,28,17,0,1,1,0,2.37E-233,1,1,4200.542235,3043.617051,3556.346239,4294.811622,4419.870825,3759.405024,3543.734663,4037.789182,4283.410729,4284.759122,Q07065,CKAP4
PG254948,sp|P62714|PP2AB_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens GN=PPP2CB PE=1 SV=1,309,66.34,6.796,0,1,68,15,13,7,7,6,2.55E-233,1,1,11173.37595,9602.28392,11115.31294,9692.950296,10479.6153,10396.11335,8696.894318,9297.783888,10981.65008,12004.0626,P62714,PPP2CB
PG255971,sp|Q9NVA2-2|SEP11_HUMAN Isoform 2 of Septin-11 OS=Homo sapiens GN=SEPT11,439,35.54,8.884,9.112,4,50,18,14,7,5,4,1.37E-232,1,1,7366.198246,6543.092219,6030.476718,4329.654439,8050.104126,7794.989512,7427.883423,5431.686166,8074.452492,7256.082436,Q9NVA2|Q9NVA2-2|D6RGI3|D6RER5,SEPT11
PG248846,sp|Q96QE3|ATAD5_HUMAN ATPase family AAA domain-containing protein 5 OS=Homo sapiens GN=ATAD5 PE=1 SV=4,1844,12.04,11.71,1.735,1,51,20,1,1,1,0,2.35E-231,1,1,4181.35363,3949.023038,3661.507495,5772.768137,4964.264749,3195.32808,4076.815821,4457.447179,4930.496769,4152.728738,Q96QE3,ATAD5
PG252563,sp|Q9Y2I7|FYV1_HUMAN 1-phosphatidylinositol 3-phosphate 5-kinase OS=Homo sapiens GN=PIKFYVE PE=1 SV=3,2098,11.53,5.863,0.6196,1,65,20,11,4,4,3,2.90E-230,1,1,2676.727156,2043.414907,2494.967335,2074.392496,3370.951554,2833.982263,2242.398024,3115.019543,2147.21006,2272.635268,Q9Y2I7,PIKFYVE
PG256664,sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3,249,63.05,7.631,21.69,1,71,16,15,13,10,9,6.87E-230,1,1,8084.979377,6339.127632,7574.537919,6782.861056,6031.047618,7204.071311,7678.32149,8127.432696,9968.927648,8478.819947,Q9P0L0,VAPA
PG248306,sp|Q12802-2|AKP13_HUMAN Isoform 2 of A-kinase anchor protein 13 OS=Homo sapiens GN=AKAP13,2817,5.928,5.928,1.633,3,63,17,0,1,1,0,1.58E-226,1,1,2970.909868,2267.704261,1885.197983,2341.456849,2540.737723,2878.128486,2226.428979,2415.453721,2905.642227,2799.395598,Q12802|Q12802-2|Q12802-4,AKAP13
PG253816,sp|Q96PC5|MIA2_HUMAN Melanoma inhibitory activity protein 2 OS=Homo sapiens GN=MIA2 PE=1 SV=4,1412,14.16,13.67,2.125,2,62,17,1,1,1,0,2.22E-223,1,1,5514.897512,5772.444794,5268.183614,6371.432309,4291.626943,4927.859176,5767.533134,5710.224456,5942.273647,5205.90301,Q96PC5,MIA2
PG245371,sp|Q15311|RBP1_HUMAN RalA-binding protein 1 OS=Homo sapiens GN=RALBP1 PE=1 SV=3,655,27.18,27.18,8.092,1,76,18,0,1,1,0,2.05E-222,1,1,12880.79424,11420.90447,9805.731739,12263.75596,9138.858594,10416.35435,10097.83239,10760.6148,11855.9376,11885.96259,Q15311,RALBP1
PG255807,sp|O43865|SAHH2_HUMAN Adenosylhomocysteinase 2 OS=Homo sapiens GN=AHCYL1 PE=1 SV=2,530,30.94,13.96,1.509,1,53,16,9,8,6,5,2.82E-219,1,1,4756.30982,5163.79438,4114.660744,4054.413636,4377.803956,4755.787192,3891.254131,3259.028256,3376.64134,3616.420463,O43865,AHCYL1
PG245845,sp|O94804|STK10_HUMAN Serine/threonine-protein kinase 10 OS=Homo sapiens GN=STK10 PE=1 SV=1,968,21.69,20.76,0,1,56,15,1,1,1,0,6.37E-219,1,1,12938.39392,11034.5818,11966.47977,10632.34979,12163.54552,12755.77083,11718.62814,11059.44191,10552.97238,11911.67926,O94804,STK10
PG253131,sp|P84243|H33_HUMAN Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2,136,52.94,7.353,38.97,2,586,18,16,82,8,7,8.58E-218,1,1,12670.19668,15107.25028,38986.96542,49623.76831,57621.51207,31201.06409,61478.64202,37242.39378,55412.26274,38041.72824,P84243|K7EK07,H3F3A|H3F3B
PG242893,sp|P17612|KAPCA_HUMAN cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens GN=PRKACA PE=1 SV=2,351,42.74,20.8,15.67,2,39,15,9,5,5,4,1.04E-217,1,1,7265.36258,6846.979897,6567.270635,6902.647806,7341.745323,6444.870377,7868.797496,9517.438528,8766.06882,7400.149788,P17612|P17612-2,PRKACA
PG243901,sp|P15531-2|NDKA_HUMAN Isoform 2 of Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1,177,60.45,7.91,19.77,2,117,14,13,20,9,8,1.96E-216,1,1,11730.89913,13309.56021,11429.81621,10933.7998,9876.322662,10695.91852,10123.02561,14927.92067,11422.88648,10886.32593,P15531|P15531-2,NME1
PG255750,sp|Q7L4I2|RSRC2_HUMAN Arginine/serine-rich coiled-coil protein 2 OS=Homo sapiens GN=RSRC2 PE=1 SV=1,434,26.5,26.5,8.986,1,108,16,0,1,1,0,1.58E-213,1,1,1925.883017,2025.552141,4614.547708,4623.970431,4511.700815,4816.20029,5845.845695,3764.875277,6814.865086,4378.890692,Q7L4I2,RSRC2
PG247916,sp|Q13541|4EBP1_HUMAN Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens GN=EIF4EBP1 PE=1 SV=3,118,83.9,83.9,83.9,1,106,16,0,1,1,0,1.07E-211,1,1,2602.052677,1803.210535,1901.830066,1706.323004,2811.836583,2276.192757,2552.423787,2392.390629,2707.706099,3087.033851,Q13541,EIF4EBP1
PG242187,tr|J3QS41|J3QS41_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens GN=HELZ PE=1 SV=1,1943,12.51,12.51,1.184,2,44,16,0,1,1,0,3.10E-211,1,1,3085.990584,2443.026795,2046.156938,2625.957119,2397.948324,3155.361956,2923.912114,2717.173012,2150.428198,3268.279169,P42694|J3QS41,HELZ
PG252059,sp|P32519|ELF1_HUMAN ETS-related transcription factor Elf-1 OS=Homo sapiens GN=ELF1 PE=1 SV=2,619,25.85,23.91,5.331,2,121,15,1,1,1,0,1.39E-210,1,1,10627.51807,10520.15939,11330.07383,10747.39903,10700.36243,10370.91778,9888.417928,10259.97877,10416.37381,10888.25191,P32519|P32519-2,ELF1
PG244822,sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1,377,38.73,6.897,11.14,1,56,14,12,11,8,7,6.78E-208,1,1,1499.864716,1776.761248,1275.553494,1964.530753,1148.699969,637.1423133,1678.12939,923.7563913,1474.449458,1343.487698,P55036,PSMD4
PG255370,sp|Q8NCN4|RN169_HUMAN E3 ubiquitin-protein ligase RNF169 OS=Homo sapiens GN=RNF169 PE=1 SV=2,708,28.25,28.25,2.684,1,55,16,0,1,1,0,2.38E-206,1,1,11374.3687,14717.64643,9866.781623,12569.96597,13796.66171,13315.0157,12991.70687,14347.57829,13480.79016,14109.09499,Q8NCN4,RNF169
PG254580,sp|O96013|PAK4_HUMAN Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1,591,30.96,29.95,10.15,1,74,16,1,1,1,0,1.93E-205,1,1,7226.296212,6948.092558,6459.786672,8430.326289,9447.331674,8684.237641,8695.850683,8857.440875,9170.486065,8043.363907,O96013,PAK4
PG242214,sp|O60812|HNRC1_HUMAN Heterogeneous nuclear ribonucleoprotein C-like 1 OS=Homo sapiens GN=HNRNPCL1 PE=1 SV=1,293,25.94,5.461,15.36,1,98,12,11,12,9,8,5.15E-205,1,1,5708.636253,7529.565404,6501.487299,6242.194956,6243.318836,6501.727934,6995.759381,7526.329312,8003.973826,7497.579519,O60812,HNRNPCL1
PG244940,sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1,145,62.07,6.207,32.41,2,64,15,14,13,10,9,2.41E-204,1,1,3571.271716,2269.958005,2974.356298,2638.415144,2717.045016,3064.234384,3856.739954,3783.011336,4219.372764,4004.5752,Q9UNX3|E5RIT6,RPL26L1
PG251914,sp|P33316|DUT_HUMAN Deoxyuridine 5'-triphosphate nucleotidohydrolase; mitochondrial OS=Homo sapiens GN=DUT PE=1 SV=4,252,59.13,7.54,21.43,1,78,14,13,7,7,6,1.94E-200,1,1,5190.19617,4018.758941,4264.549204,5397.176158,4679.842233,6516.945443,3980.59605,4199.580517,4443.719311,4406.909896,P33316,DUT
PG245479,sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1,193,62.69,15.03,18.65,1,52,13,9,10,8,7,1.86E-199,1,1,13086.88786,15712.5118,14228.02382,14254.7252,12247.28598,14530.55622,12085.50539,12788.87029,9379.994197,15983.73556,P61586,RHOA
PG250657,sp|Q9HAW4|CLSPN_HUMAN Claspin OS=Homo sapiens GN=CLSPN PE=1 SV=3,1339,14.19,14.19,1.419,1,65,15,0,1,1,0,1.19E-198,1,1,19393.54778,19910.44747,21601.69801,18095.628,19827.34733,22315.95073,19703.31955,20470.80197,22962.62265,24654.94644,Q9HAW4,CLSPN
PG248781,sp|P25054|APC_HUMAN Adenomatous polyposis coli protein OS=Homo sapiens GN=APC PE=1 SV=2,2843,7.985,7.985,0.5628,2,40,17,0,1,1,0,1.54E-197,1,1,3757.457475,4803.378569,4066.013051,4845.78826,4084.945734,4634.293892,4041.732846,3687.579245,4720.276597,3367.828882,P25054|P25054-2,APC
PG242315,sp|P34913|HYES_HUMAN Bifunctional epoxide hydrolase 2 OS=Homo sapiens GN=EPHX2 PE=1 SV=2,555,30.99,30.99,2.162,1,27,14,0,1,1,0,9.07E-196,1,1,8494.812276,9694.626947,8350.797562,8351.284944,7013.86406,9206.936277,7787.530324,7632.528902,8753.821224,9187.670954,P34913,EPHX2
PG253887,sp|Q6P0N0|M18BP_HUMAN Mis18-binding protein 1 OS=Homo sapiens GN=MIS18BP1 PE=1 SV=1,1132,15.46,15.46,2.208,1,48,15,0,1,1,0,1.62E-195,1,1,10135.54834,9488.814577,7971.125197,13308.77338,12664.43634,8959.007795,11963.5295,11477.08949,13684.99308,11251.88751,Q6P0N0,MIS18BP1
PG243190,sp|Q96Q89-2|KI20B_HUMAN Isoform 2 of Kinesin-like protein KIF20B OS=Homo sapiens GN=KIF20B,1853,9.066,9.066,1.187,3,41,13,0,1,1,0,1.34E-192,1,1,7028.771053,6042.281188,4584.596606,4973.376478,6444.152775,6976.601063,6857.727502,7309.787504,6739.114453,7164.471746,Q96Q89|Q96Q89-2|Q96Q89-3,KIF20B
PG242982,sp|Q8NHM5|KDM2B_HUMAN Lysine-specific demethylase 2B OS=Homo sapiens GN=KDM2B PE=1 SV=1,1336,13.62,12.57,2.47,4,43,14,1,1,1,0,1.58E-192,1,1,10628.36083,12241.94147,12511.69352,12785.40924,11959.58914,13044.08326,11849.76483,14736.79301,13928.86293,12894.8975,Q8NHM5|Q8NHM5-2|Q8NHM5-3|Q8NHM5-4,KDM2B
PG243223,sp|Q8NEZ4-3|KMT2C_HUMAN Isoform 3 of Histone-lysine N-methyltransferase 2C OS=Homo sapiens GN=KMT2C,4968,4.328,4.328,0.4227,2,35,15,0,1,1,0,2.33E-189,1,1,698.6690827,1018.655401,532.192511,1133.150772,883.2848707,760.4817661,819.4777516,886.1833656,1124.039965,868.3757064,Q8NEZ4|Q8NEZ4-3,KMT2C
PG243850,tr|G8JLA2|G8JLA2_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=1,152,80.26,17.76,16.45,2,103,11,10,19,10,9,3.20E-189,1,1,5571.468843,5967.834805,4284.870856,4806.06773,5096.404966,5460.37666,4616.856303,2812.375301,4968.728767,6232.20053,P60660-2|G8JLA2,MYL6
PG249878,sp|Q5T5Y3-3|CAMP1_HUMAN Isoform 3 of Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens GN=CAMSAP1,1613,14.32,14.32,1.116,2,60,13,0,1,1,0,1.08E-186,1,1,6337.979757,7761.763199,6262.669574,6379.246451,8010.69876,6151.759028,7820.867359,7669.436195,8760.139376,9539.644544,Q5T5Y3|Q5T5Y3-3,CAMSAP1
PG254881,sp|P62937-2|PPIA_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA,105,90.48,8.571,46.67,1,136,13,12,14,9,8,1.30E-185,1,1,7601.493165,9652.40179,8495.857762,6888.023048,8186.978725,10273.13834,9340.900002,9335.536499,9802.321272,10501.56969,P62937-2,PPIA
PG249145,sp|Q8IXM2-3|BAP18_HUMAN Isoform 3 of Chromatin complexes subunit BAP18 OS=Homo sapiens GN=BAP18,192,56.25,22.4,26.56,3,65,12,9,1,1,0,1.74E-185,1,1,10243.62819,8737.805813,8480.703509,9981.583763,8793.923601,10666.02113,9175.232844,10241.05178,10420.07483,10936.47381,Q8IXM2|Q8IXM2-3|F8W038,BAP18|C17orf49
PG249315,sp|Q9Y6D5|BIG2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens GN=ARFGEF2 PE=1 SV=3,1785,9.86,6.275,0,1,56,14,6,6,5,4,3.27E-185,1,1,13108.79995,14613.02324,10978.01422,12881.74692,13986.4424,11892.95172,11146.2105,11966.52255,12211.17316,11417.44385,Q9Y6D5,ARFGEF2
PG253924,sp|Q9BU76|MMTA2_HUMAN Multiple myeloma tumor-associated protein 2 OS=Homo sapiens GN=MMTAG2 PE=1 SV=1,263,48.67,48.67,16.35,1,79,14,1,1,1,0,2.05E-183,1,1,4043.878757,5645.894964,4978.534047,5038.450169,4916.537087,4874.094925,5161.058215,4760.40032,6153.354956,6639.975995,Q9BU76,MMTAG2
PG257316,sp|O60293|ZC3H1_HUMAN Zinc finger C3H1 domain-containing protein OS=Homo sapiens GN=ZFC3H1 PE=1 SV=3,1989,9.653,9.653,1.508,1,67,17,0,1,1,0,3.80E-183,1,1,13832.70247,12075.13757,11509.5208,12404.82449,13705.28954,11268.75581,12713.32703,13562.67957,13319.78426,11474.88819,O60293,ZFC3H1
PG248285,tr|A0A0A0MSS8|A0A0A0MSS8_HUMAN Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=1,323,49.85,49.85,18.89,2,31,13,0,1,1,0,1.44E-182,1,1,24166.32631,21834.90476,18497.90264,21633.33842,25075.94979,22976.94199,24474.15649,22647.1296,22325.37691,20405.79124,P42330|A0A0A0MSS8,AKR1C3
