Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,0minRep1 (TMT 126C PCN),0minRep2 (TMT 127N PCN),0minRep3 (TMT 127C PCN),0minRep4 (TMT 128N PCN),5minRep1 (TMT 128C PCN),5minRep2 (TMT 129N PCN),5minRep3 (TMT 129C PCN),60minRep1 (TMT 130N PCN),60minRep2 (TMT 130C PCN),60minRep3 (TMT 131N PCN),Uniprot IDs,Gene Names
PG251329,sp|Q14534|ERG1_HUMAN Squalene monooxygenase OS=Homo sapiens GN=SQLE PE=1 SV=3,574,20.73,20.73,0,1,15,8,0,1,1,0,6.02E-113,1,1,3011.961709,4280.68418,3659.318374,4069.508087,2143.390352,4109.293459,1045.342321,4007.162941,4559.613131,2745.322503,Q14534,SQLE
PG253530,sp|Q32MZ4-4|LRRF1_HUMAN Isoform 4 of Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1,640,15.31,3.906,5.313,1,27,9,7,3,3,2,1.04E-128,1,1,3030.459054,3517.540161,1757.016645,1485.324527,5443.652904,4646.461977,4024.188986,4812.842223,5766.638233,6154.875694,Q32MZ4-4,LRRFIP1
PG257194,sp|Q8NB15|ZN511_HUMAN Zinc finger protein 511 OS=Homo sapiens GN=ZNF511 PE=1 SV=1,262,20.23,20.23,0,2,6,3,0,1,1,0,1.22E-37,1,1,3044.069472,4768.095098,4614.428098,1290.054253,4899.929726,5133.770569,5344.727165,8437.134986,4659.290987,4071.539646,Q8NB15|Q8NB15-2,ZNF511
PG247248,sp|Q13049|TRI32_HUMAN E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens GN=TRIM32 PE=1 SV=2,653,5.054,5.054,2.144,1,13,4,0,1,1,0,7.98E-48,1,1,3052.680491,4365.831309,3665.869661,5323.971337,5717.676688,3834.051057,4170.33244,5504.747333,5511.131457,5224.136641,Q13049,TRIM32
PG243617,sp|O95140|MFN2_HUMAN Mitofusin-2 OS=Homo sapiens GN=MFN2 PE=1 SV=3,757,11.1,6.737,1.057,1,7,6,3,3,3,2,1.07E-53,1,1,3070.574928,5472.429838,3654.552278,1431.352199,5111.410191,4293.352489,4226.376468,3491.537974,2722.638832,6770.909135,O95140,MFN2
PG247755,sp|O43516-3|WIPF1_HUMAN Isoform 3 of WAS/WASL-interacting protein family member 1 OS=Homo sapiens GN=WIPF1,510,32.94,32.94,3.137,2,54,13,0,1,1,0,1.78E-149,1,1,3076.628303,3536.202887,3271.038246,3588.576506,973.361968,1840.38323,1937.513337,2132.944949,1842.065009,5125.688342,O43516|O43516-3,WIPF1
PG257431,sp|Q8TCF1|ZFAN1_HUMAN AN1-type zinc finger protein 1 OS=Homo sapiens GN=ZFAND1 PE=1 SV=1,268,12.31,12.31,0,2,6,3,0,1,1,0,2.98E-42,1,1,3080.52071,3018.424845,3906.714376,3829.414174,5221.678938,8579.751337,4151.530443,2216.583977,5647.080963,2966.590877,Q8TCF1|Q8TCF1-4,ZFAND1
PG253433,sp|Q96II8|LRCH3_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=2,777,25.61,24.58,9.653,1,42,18,1,1,1,0,3.55E-242,1,1,3088.750554,1327.7595,1724.345933,1608.748584,2149.805378,4034.324857,1973.394164,3805.435261,4790.089565,4865.728039,Q96II8,LRCH3
PG250840,tr|E7EP72|E7EP72_HUMAN UPF0449 protein C19orf25 OS=Homo sapiens GN=C19orf25 PE=1 SV=1,158,29.11,29.11,0,2,5,3,0,1,1,0,7.83E-39,1,1,3135.442561,6026.691288,4597.832194,4883.227871,1826.938251,5083.287128,4175.088653,5278.211877,4724.326775,2051.1348,Q9UFG5|E7EP72,C19orf25
PG243166,sp|Q6ICG6-2|K0930_HUMAN Isoform 2 of Uncharacterized protein KIAA0930 OS=Homo sapiens GN=KIAA0930,409,18.34,18.34,9.535,3,38,7,0,1,1,0,6.14E-99,1,1,3217.751353,1656.179668,3924.910736,3678.122859,2340.966157,3930.088852,2637.177189,4156.501925,1925.163381,5938.449311,Q6ICG6|Q6ICG6-2|Q6ICG6-3,KIAA0930
PG249786,sp|P09693|CD3G_HUMAN T-cell surface glycoprotein CD3 gamma chain OS=Homo sapiens GN=CD3G PE=1 SV=1,182,32.42,32.42,18.68,1,22,9,0,1,1,0,2.36E-123,1,1,3223.52607,3615.628967,5464.111982,2143.374065,1742.727776,1726.291159,4478.926019,4403.871411,4391.429902,2000.242409,P09693,CD3G
PG253130,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3,136,79.41,23.53,39.71,1,604,20,19,48,16,15,2.98E-252,1,1,3231.893787,2975.656927,4772.250186,1226.378753,5641.091897,14587.31252,8918.489362,7739.426065,11365.81753,17028.19417,Q71DI3,HIST2H3A
PG247719,tr|G5E9M7|G5E9M7_HUMAN Transcription cofactor vestigial-like protein 4 OS=Homo sapiens GN=VGLL4 PE=1 SV=1,296,16.89,16.89,7.432,6,25,6,0,1,1,0,6.88E-71,1,1,3244.485417,5512.654826,3488.052874,4051.903573,5555.014613,5851.278825,1477.774848,7861.667772,6884.087061,5566.30777,Q14135|Q14135-2|Q14135-4|A0A0A6YYI5|G5E9M7|A0A075B6E4,VGLL4
PG246540,sp|Q86TJ2|TAD2B_HUMAN Transcriptional adapter 2-beta OS=Homo sapiens GN=TADA2B PE=1 SV=2,420,10,10,0,3,6,3,0,1,1,0,1.33E-46,1,1,3263.985243,4420.081068,6611.410317,1408.088954,5310.514863,4793.532825,6061.558229,6227.305134,7790.818773,7647.835472,Q86TJ2|Q86TJ2-2|Q86TJ2-3,TADA2B
PG255317,sp|O75688|PPM1B_HUMAN Protein phosphatase 1B OS=Homo sapiens GN=PPM1B PE=1 SV=1,479,32.36,27.97,0,1,19,10,2,1,1,0,2.74E-145,1,1,3287.010572,3694.777037,1407.804757,2223.87202,3452.804434,2352.882082,2154.481343,4526.003931,6250.404575,4484.244276,O75688,PPM1B
PG247930,sp|Q9UKV3-5|ACINU_HUMAN Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1,1328,47.14,4.142,21.61,1,458,74,69,26,25,24,0,1,1,3276.552397,3114.309566,4908.361852,3797.327717,4162.980168,4317.667201,2190.402838,6572.326067,4937.364278,7050.443031,Q9UKV3-5,ACIN1
PG249133,sp|Q6RW13|ATRAP_HUMAN Type-1 angiotensin II receptor-associated protein OS=Homo sapiens GN=AGTRAP PE=1 SV=1,159,24.53,24.53,0,1,3,2,0,1,1,0,8.01E-31,1,1,3285.568688,1163.116224,3221.820088,1457.805949,1798.980203,1590.32996,2265.499144,2166.076741,2505.197533,2478.901749,Q6RW13,AGTRAP
PG254374,sp|Q9UBD5-2|ORC3_HUMAN Isoform 2 of Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3,712,13.62,13.62,0,2,25,8,0,1,1,0,8.67E-127,1,1,3307.290696,4956.078918,6695.064554,5268.677779,5017.158235,7302.017721,2463.280134,7089.682138,6379.317817,5841.188476,Q9UBD5|Q9UBD5-2,ORC3
PG247796,sp|A4D1P6|WDR91_HUMAN WD repeat-containing protein 91 OS=Homo sapiens GN=WDR91 PE=1 SV=2,747,9.906,9.906,2.008,2,8,7,0,1,1,0,2.99E-79,1,1,3358.733315,3473.977349,5258.270553,3918.558049,1589.676254,1837.585129,2501.377825,2005.288448,4991.739615,5015.723823,A4D1P6|C9J1X0,WDR91
PG247086,sp|Q9NS93|TM7S3_HUMAN Transmembrane 7 superfamily member 3 OS=Homo sapiens GN=TM7SF3 PE=2 SV=1,570,7.193,7.193,2.632,1,5,4,0,1,1,0,5.55E-48,1,1,3350.835369,6471.463096,8290.070991,6310.787594,2794.668894,10368.27842,6239.109278,5986.582904,5359.747099,9609.99887,Q9NS93,TM7SF3
PG251154,tr|A2ABF8|A2ABF8_HUMAN Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens GN=EHMT2 PE=1 SV=1,1233,16.06,16.06,0.6488,4,30,15,0,1,1,0,2.89E-166,1,1,3390.174467,3277.609382,4889.887037,4980.044823,2007.370852,4660.509076,6734.245492,7753.417851,6854.929821,2495.649686,Q96KQ7-2|A0A0G2JIS2|A0A0G2JIR1|A2ABF8,EHMT2
PG257535,tr|E9PNT2|E9PNT2_HUMAN Rho GTPase-activating protein 27 OS=Homo sapiens GN=ARHGAP27 PE=1 SV=1,667,17.39,17.39,1.199,1,42,8,0,1,1,0,1.03E-101,1,1,3427.300691,3129.160399,2970.638346,5772.185321,3769.651387,4531.010356,4860.392977,4892.899994,2338.553053,7540.155733,E9PNT2,ARHGAP27
PG249625,sp|Q71F23|CENPU_HUMAN Centromere protein U OS=Homo sapiens GN=CENPU PE=1 SV=1,418,33.01,33.01,0,1,38,10,0,1,1,0,3.36E-131,1,1,3432.206739,3646.619299,3592.539713,1970.964797,2202.41651,3925.993967,1578.118444,5798.814505,6570.01039,5640.906161,Q71F23,CENPU
PG242224,tr|Q6DU44|Q6DU44_HUMAN HLA class I histocompatibility antigen; alpha chain E OS=Homo sapiens GN=HLA-E PE=1 SV=1,358,14.25,6.704,0,2,12,4,2,2,2,1,3.47E-59,1,1,3500.566974,5618.01656,8459.369757,4271.094008,6378.763808,4921.030446,5199.715804,5509.44162,5692.636868,5493.667246,P13747|Q6DU44,HLA-E
PG255029,sp|Q5THK1|PR14L_HUMAN Protein PRR14L OS=Homo sapiens GN=PRR14L PE=1 SV=1,2151,2.417,2.417,0.8368,4,11,4,0,1,1,0,4.00E-59,1,1,3524.644919,3551.261434,1706.214823,5300.509166,2357.854371,2119.120148,1901.786152,2155.895142,2637.439291,4828.922111,Q5THK1|Q5THK1-2|Q5THK1-3|Q5THK1-4,PRR14L
PG252531,sp|P02794|FRIH_HUMAN Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2,183,49.73,49.73,0,1,31,6,0,1,1,0,1.16E-84,1,1,3519.973016,3636.202019,3492.346326,4289.604913,4186.53882,4036.082496,4808.139398,4339.439416,5077.906858,8318.539282,P02794,FTH1
PG252663,sp|Q9UGJ1|GCP4_HUMAN Gamma-tubulin complex component 4 OS=Homo sapiens GN=TUBGCP4 PE=1 SV=1,667,18.59,18.59,0,3,16,8,0,1,1,0,5.32E-118,1,1,3537.211854,7207.33295,6320.17375,6448.670285,5227.524066,7799.336343,6483.118806,10581.56005,7850.035156,9757.708426,Q9UGJ1|Q9UGJ1-2|H3BPU4,TUBGCP4
PG243155,sp|Q03164-3|KMT2A_HUMAN Isoform 3 of Histone-lysine N-methyltransferase 2A OS=Homo sapiens GN=KMT2A,3972,14.43,14.22,1.385,3,149,42,1,1,1,0,0,1,1,3547.743973,4351.329444,5119.769213,3872.757534,7382.086339,8255.174049,4320.715507,8655.82657,7231.302741,7193.315847,Q03164|Q03164-2|Q03164-3,KMT2A
PG245593,sp|Q9BYD1|RM13_HUMAN 39S ribosomal protein L13; mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1,178,54.49,54.49,0,1,20,8,0,1,1,0,4.78E-123,1,1,3553.310614,5816.082216,5065.575033,5725.119008,4556.528917,5968.285039,5660.271608,7372.5845,7168.739913,6515.267867,Q9BYD1,MRPL13
PG248754,sp|P06727|APOA4_HUMAN Apolipoprotein A-IV OS=Homo sapiens GN=APOA4 PE=1 SV=3,396,4.545,3.03,2.778,1,5,3,1,3,2,1,2.64E-33,1,1,3636.829209,3302.568492,4524.510825,4351.095005,5889.516497,10698.33319,5863.408118,6167.258436,8277.290147,8346.76977,P06727,APOA4
PG242659,sp|P51617|IRAK1_HUMAN Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens GN=IRAK1 PE=1 SV=2,712,6.742,6.742,0,4,4,3,0,1,1,0,1.39E-44,1,1,3679.986412,3367.798327,4219.333997,4669.207425,2057.013919,7374.364611,2395.723264,4844.09519,5422.228397,6447.659941,P51617|P51617-2|P51617-3|D3YTB5,IRAK1
PG251079,sp|Q9P0U4-2|CXXC1_HUMAN Isoform 2 of CXXC-type zinc finger protein 1 OS=Homo sapiens GN=CXXC1,660,20,15,5.152,2,31,13,4,1,1,0,3.63E-172,1,1,3744.440905,1481.997538,3447.349482,4723.091347,6678.594876,1461.29726,4797.576312,5191.107905,5158.681628,6610.343842,Q9P0U4|Q9P0U4-2,CXXC1
PG256186,sp|Q9BRJ7|SDOS_HUMAN Protein syndesmos OS=Homo sapiens GN=NUDT16L1 PE=1 SV=1,211,36.02,36.02,0,2,14,6,0,1,1,0,1.93E-91,1,1,3745.779028,3853.678991,4519.093249,5198.696041,4547.668026,5536.820763,4068.357718,4293.337442,5311.008486,5816.486346,Q9BRJ7|K7EIN2,NUDT16L1
PG256235,sp|Q562F6|SGO2_HUMAN Shugoshin 2 OS=Homo sapiens GN=SGO2 PE=1 SV=2,1265,4.585,4.585,0.7115,2,14,5,0,1,1,0,3.52E-66,1,1,3778.388113,2878.957575,3096.80089,1169.634509,4083.649048,1432.872443,2404.622259,4870.681764,1103.28733,1276.019671,Q562F6|Q562F6-2,SGO2
PG257407,sp|Q9Y5V0|ZN706_HUMAN Zinc finger protein 706 OS=Homo sapiens GN=ZNF706 PE=1 SV=1,76,47.37,47.37,0,1,5,4,0,1,1,0,4.76E-43,1,1,3777.775871,4718.29081,4097.23492,3988.315564,5323.906491,6619.266369,4640.912237,5183.067496,4951.663464,6881.287456,Q9Y5V0,ZNF706
PG245940,sp|A1X283|SPD2B_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3,911,3.403,3.403,1.317,1,5,4,0,1,1,0,4.69E-32,1,1,3792.246599,2714.282362,1787.875155,3628.652158,4388.520716,5616.555352,4405.008032,1441.837191,4697.104262,2814.151923,A1X283,SH3PXD2B
PG251218,sp|Q9Y6X4|F169A_HUMAN Soluble lamin-associated protein of 75 kDa OS=Homo sapiens GN=FAM169A PE=1 SV=2,670,9.851,9.851,0,2,13,3,0,1,1,0,1.53E-41,1,1,3816.89419,6119.688495,5701.316335,7923.093028,7771.177788,6792.954618,7256.149713,7339.449764,9110.167991,7847.904188,Q9Y6X4|D6RB01,FAM169A
PG253480,sp|Q93074-2|MED12_HUMAN Isoform 2 of Mediator of RNA polymerase II transcription subunit 12 OS=Homo sapiens GN=MED12,2180,8.486,7.798,0,3,44,15,2,2,2,1,2.20E-221,1,1,3825.933819,4135.747472,6409.65175,5305.98669,5506.455364,6039.18052,4651.06408,6314.324976,6839.255791,7320.106501,Q93074|Q93074-2|Q93074-3,MED12
PG244515,sp|P40425|PBX2_HUMAN Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2,430,17.67,17.67,0,1,16,5,0,1,1,0,9.67E-75,1,1,3834.469919,6438.91233,4810.696365,3627.577632,5250.288716,6325.586056,5019.871168,7069.719451,5817.13329,8870.015274,P40425,PBX2
PG249673,sp|O95674|CDS2_HUMAN Phosphatidate cytidylyltransferase 2 OS=Homo sapiens GN=CDS2 PE=1 SV=1,445,17.3,15.96,11.24,1,57,8,1,1,1,0,7.92E-119,1,1,3836.701853,4830.253101,4859.653502,6185.967187,4156.189048,5323.175695,4317.148053,7586.529801,8074.349828,10463.57273,O95674,CDS2
PG245802,tr|H3BMF4|H3BMF4_HUMAN Protein spinster homolog 1 OS=Homo sapiens GN=SPNS1 PE=1 SV=1,573,5.41,5.41,0,5,5,2,0,1,1,0,2.04E-34,1,1,3838.40386,4526.225993,5721.278663,6403.063156,4954.972821,6890.138942,5573.659235,7489.049926,4546.093723,6619.170169,Q9H2V7|Q9H2V7-2|Q9H2V7-3|H3BMF4|H3BR82,SPNS1
PG242404,sp|Q9H9L3|I20L2_HUMAN Interferon-stimulated 20 kDa exonuclease-like 2 OS=Homo sapiens GN=ISG20L2 PE=1 SV=1,353,12.18,12.18,0,1,8,4,0,1,1,0,2.51E-59,1,1,3870.464016,7638.173278,5396.356963,6277.368107,7990.132376,7179.027366,7976.143275,8974.828533,6294.076835,7808.19151,Q9H9L3,ISG20L2
PG248768,sp|Q4KMQ2-2|ANO6_HUMAN Isoform 2 of Anoctamin-6 OS=Homo sapiens GN=ANO6,931,13.86,13.86,0,3,15,10,0,1,1,0,8.77E-123,1,1,3882.862462,4694.915717,7703.49264,6953.032321,5673.4769,6025.46218,5471.508732,6404.05281,6092.820564,5974.059448,Q4KMQ2|Q4KMQ2-2|Q4KMQ2-3,ANO6
PG242619,sp|Q9UHH9|IP6K2_HUMAN Inositol hexakisphosphate kinase 2 OS=Homo sapiens GN=IP6K2 PE=1 SV=2,426,4.93,4.93,0,1,2,2,0,1,1,0,4.68E-22,1,1,3903.46882,1329.347714,3591.812024,5255.460666,6781.765298,5261.034899,5800.022352,8690.442694,6947.412413,2733.966663,Q9UHH9,IP6K2
PG244998,sp|Q9UJ41|RABX5_HUMAN Rab5 GDP/GTP exchange factor OS=Homo sapiens GN=RABGEF1 PE=1 SV=2,708,16.81,16.81,3.39,5,56,11,0,1,1,0,2.28E-154,1,1,3939.198949,5858.87277,4778.751641,4181.659369,5188.452369,7172.244001,4174.157201,6292.685754,6326.263873,8082.152294,Q9UJ41|Q9UJ41-2|Q9UJ41-3|Q9UJ41-4|E9PFK9,RABGEF1
PG242702,sp|Q8IWB1|IPRI_HUMAN Inositol 1;4;5-trisphosphate receptor-interacting protein OS=Homo sapiens GN=ITPRIP PE=1 SV=1,547,7.861,7.861,0,1,8,4,0,1,1,0,6.86E-57,1,1,3958.835528,5014.67029,7894.384395,7190.606494,4759.582273,8100.97878,5322.124174,6483.00493,1910.727522,6022.636829,Q8IWB1,ITPRIP
PG250601,sp|O95628-6|CNOT4_HUMAN Isoform 6 of CCR4-NOT transcription complex subunit 4 OS=Homo sapiens GN=CNOT4,767,7.301,7.301,2.086,9,12,5,0,1,1,0,1.90E-63,1,1,4004.802598,3199.975181,3083.64944,5313.214729,5851.113171,4128.380937,5355.680134,5407.103024,4159.294454,5212.791299,O95628|O95628-2|O95628-3|O95628-4|O95628-6|O95628-7|O95628-8|O95628-9|O95628-10,CNOT4
PG247342,sp|Q8N0Z6|TTC5_HUMAN Tetratricopeptide repeat protein 5 OS=Homo sapiens GN=TTC5 PE=1 SV=2,440,24.77,24.77,2.273,1,24,9,0,1,1,0,5.16E-141,1,1,4010.303903,4432.812118,5090.438065,4447.074048,6368.740497,6180.24949,5432.700317,9429.630656,5701.854139,7221.779483,Q8N0Z6,TTC5
PG267286,tr|A0A096LP25|A0A096LP25_HUMAN AP2-associated protein kinase 1 (Fragment) OS=Homo sapiens GN=AAK1 PE=1 SV=1,511,27.2,21.14,2.153,1,50,11,4,2,2,1,3.30E-139,1,1,4026.021023,4011.80644,3928.280514,6364.660463,4270.405521,6465.395333,7092.243326,5202.104086,5565.468905,7932.189454,A0A096LP25,AAK1
PG254038,sp|P10244|MYBB_HUMAN Myb-related protein B OS=Homo sapiens GN=MYBL2 PE=1 SV=1,700,20,20,6.857,1,33,12,0,1,1,0,7.48E-152,1,1,4045.822366,4707.499501,3787.919373,4135.917617,5543.631523,5960.553925,2030.1212,4975.872214,4191.811333,6910.808224,P10244,MYBL2
PG247074,sp|Q8N584|TT39C_HUMAN Tetratricopeptide repeat protein 39C OS=Homo sapiens GN=TTC39C PE=2 SV=2,583,8.233,8.233,0,2,10,5,0,1,1,0,1.25E-59,1,1,4039.280887,6805.074612,6349.780712,5574.907389,4604.758649,7465.546306,4789.205649,6924.481962,6694.124536,10941.14797,Q8N584|Q8N584-2,TTC39C
PG248251,sp|Q96LA8|ANM6_HUMAN Protein arginine N-methyltransferase 6 OS=Homo sapiens GN=PRMT6 PE=1 SV=1,375,9.6,9.6,0,1,5,2,0,1,1,0,9.91E-26,1,1,4050.408276,5294.254889,5790.739533,5218.899427,2412.772705,7587.815209,6792.82442,7601.440117,7121.326075,6087.04693,Q96LA8,PRMT6
PG249220,sp|O00499|BIN1_HUMAN Myc box-dependent-interacting protein 1 OS=Homo sapiens GN=BIN1 PE=1 SV=1,593,19.73,19.73,5.902,4,14,9,0,1,1,0,5.03E-132,1,1,4064.475079,5611.66021,6348.079003,5805.408978,6392.877709,8832.287285,4246.470455,6265.80025,7658.017808,8350.972231,O00499|O00499-2|O00499-6|O00499-11,BIN1
PG251879,sp|Q9NZJ5|E2AK3_HUMAN Eukaryotic translation initiation factor 2-alpha kinase 3 OS=Homo sapiens GN=EIF2AK3 PE=1 SV=3,1116,2.24,2.24,0,1,6,2,0,1,1,0,2.58E-32,1,1,4116.144457,6822.986039,5757.23626,5788.045384,8190.491628,7500.740263,8183.956394,9203.06666,6981.178627,5505.147263,Q9NZJ5,EIF2AK3
PG263251,tr|H0YJF7|H0YJF7_HUMAN Serine/threonine-protein kinase VRK1 (Fragment) OS=Homo sapiens GN=VRK1 PE=1 SV=1,65,60,15.38,41.54,1,9,3,2,2,2,1,1.31E-37,1,1,4117.487455,5503.919347,5905.629067,2191.771494,2242.751337,5619.085881,6200.390185,5313.841557,2178.512152,4799.089272,H0YJF7,VRK1
PG257894,tr|E9PAU2|E9PAU2_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens GN=RAVER1 PE=1 SV=1,756,53.57,2.778,11.51,1,143,28,27,6,5,4,0,1,1,4148.662776,7369.277347,6371.623353,6625.821023,7730.570375,8093.554607,8747.326468,7048.708919,9429.314398,12155.33049,E9PAU2,RAVER1
PG252470,sp|Q9BZ67|FRMD8_HUMAN FERM domain-containing protein 8 OS=Homo sapiens GN=FRMD8 PE=1 SV=1,464,13.36,13.36,3.233,3,18,7,0,1,1,0,1.85E-74,1,1,4180.586938,4070.803909,3494.899249,5513.517722,6656.549294,6751.908796,4619.03295,5308.728386,7714.216572,8285.74068,Q9BZ67|Q9BZ67-2|Q9BZ67-3,FRMD8
PG250978,sp|Q9UER7|DAXX_HUMAN Death domain-associated protein 6 OS=Homo sapiens GN=DAXX PE=1 SV=2,740,26.76,26.76,3.108,2,57,13,0,1,1,0,5.83E-173,1,1,4184.380865,4685.683383,6487.087201,5376.100704,7798.164737,7243.570022,3935.468608,9480.886209,7567.226029,8992.586814,Q9UER7|Q9UER7-3,DAXX
PG253911,sp|Q9BV79|MECR_HUMAN Trans-2-enoyl-CoA reductase; mitochondrial OS=Homo sapiens GN=MECR PE=1 SV=2,373,11.26,11.26,0,1,8,4,0,1,1,0,8.24E-57,1,1,4213.675006,6916.504766,5373.092145,5516.999795,5937.649882,9567.685018,8271.814324,6521.184442,6231.702777,7207.83548,Q9BV79,MECR
PG243256,sp|Q9UMN6|KMT2B_HUMAN Histone-lysine N-methyltransferase 2B OS=Homo sapiens GN=KMT2B PE=1 SV=1,2715,9.208,9.208,0.5157,1,41,17,0,1,1,0,2.92E-225,1,1,4247.583728,3298.377882,4346.147497,6021.166446,6371.728679,6958.843209,2119.206993,7231.396391,4452.757942,1934.009299,Q9UMN6,KMT2B
PG249411,tr|A0A087WX97|A0A087WX97_HUMAN Bcl-2-like protein 13 OS=Homo sapiens GN=BCL2L13 PE=1 SV=1,509,21.81,21.81,2.75,3,58,9,0,1,1,0,1.88E-123,1,1,4255.951561,4026.919066,4223.824252,5419.892685,4138.484347,6302.776012,4267.390414,5561.970756,4663.650635,6615.961122,Q9BXK5|A0A087WTL4|A0A087WX97,BCL2L13
PG250622,tr|F5H2X7|F5H2X7_HUMAN Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=1 SV=2,954,18.55,18.55,2.725,7,32,12,0,1,1,0,7.58E-154,1,1,4249.720161,4085.187899,6233.24496,9913.720056,7952.471344,9625.168929,10095.86316,11916.3202,7909.79214,8532.876382,Q9ULV3|Q9ULV3-3|Q9ULV3-4|Q9ULV3-5|Q5SYW2|Q9BTG3|F5H2X7,CIZ1
PG250506,sp|Q9NX76|CKLF6_HUMAN CKLF-like MARVEL transmembrane domain-containing protein 6 OS=Homo sapiens GN=CMTM6 PE=1 SV=1,183,9.29,9.29,0,1,9,2,0,1,1,0,1.99E-24,1,1,4264.969939,5621.084356,7783.719908,6993.532515,7728.720124,10369.7025,7557.886445,8289.937074,8964.396676,8868.137779,Q9NX76,CMTM6
PG242585,sp|Q08881|ITK_HUMAN Tyrosine-protein kinase ITK/TSK OS=Homo sapiens GN=ITK PE=1 SV=1,620,15.16,15.16,0,1,22,7,0,1,1,0,4.04E-89,1,1,4240.41488,19377.19009,18937.427,19130.33206,4699.152607,19631.55598,18053.74127,21976.17641,21276.92735,25923.2012,Q08881,ITK
PG244647,sp|Q9UKS6|PACN3_HUMAN Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens GN=PACSIN3 PE=1 SV=2,424,11.56,11.56,0,2,4,3,0,1,1,0,7.97E-38,1,1,4349.97071,3330.489385,6735.856603,6630.320268,5329.185387,3964.643,3959.955099,4391.444803,2592.6679,4798.45101,Q9UKS6|A0A0C4DGG1,PACSIN3
PG254886,sp|O15297|PPM1D_HUMAN Protein phosphatase 1D OS=Homo sapiens GN=PPM1D PE=1 SV=1,605,10.41,10.41,4.132,1,27,7,0,1,1,0,2.41E-106,1,1,4364.485933,5047.538116,5514.096283,7174.046739,6699.390945,8176.790807,4403.649174,6343.309128,4269.072539,7639.051141,O15297,PPM1D
PG243022,tr|A0A1B0GWK2|A0A1B0GWK2_HUMAN Kazrin OS=Homo sapiens GN=KAZN PE=1 SV=1,863,2.317,2.317,0,5,4,2,0,1,1,0,1.04E-21,1,1,4408.258819,3083.447534,4251.861756,5432.365164,5743.481931,5746.90791,6484.693186,4694.137439,7375.848064,5298.598545,Q674X7|Q674X7-2|Q674X7-3|Q674X7-5|A0A1B0GWK2,KAZN
PG246268,sp|Q15814|TBCC_HUMAN Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2,346,14.45,14.45,0,1,7,5,0,1,1,0,9.18E-47,1,1,4409.806914,4456.531753,5945.931139,5952.421326,4053.598935,4858.462533,3617.850906,4145.144717,4779.9051,5494.314196,Q15814,TBCC
PG247661,sp|Q6PJI9|WDR59_HUMAN WD repeat-containing protein 59 OS=Homo sapiens GN=WDR59 PE=1 SV=2,974,9.138,9.138,0,1,21,6,0,1,1,0,1.43E-80,1,1,4470.413364,4158.745002,5555.777793,4180.378232,5975.554642,4150.333572,1547.283057,4227.375122,4681.86393,4657.348528,Q6PJI9,WDR59
PG251292,sp|Q16875-4|F263_HUMAN Isoform 4 of 6-phosphofructo-2-kinase/fructose-2;6-bisphosphatase 3 OS=Homo sapiens GN=PFKFB3,534,13.11,5.243,2.622,6,14,7,4,1,1,0,4.16E-103,1,1,4474.819236,5380.355684,6093.030248,5096.216142,6312.048533,6972.477697,5621.999379,7607.474438,6593.096532,7869.17064,Q16875|Q16875-2|Q16875-3|Q16875-4|Q5VX20|Q5W015,PFKFB3
PG253733,sp|Q68D91|MBLC2_HUMAN Metallo-beta-lactamase domain-containing protein 2 OS=Homo sapiens GN=MBLAC2 PE=1 SV=3,279,21.86,21.86,0,1,9,5,0,1,1,0,2.41E-60,1,1,4476.439814,6034.432997,8537.124969,5117.887839,6417.853593,7525.517793,7387.425912,9964.79373,8367.701001,8994.441139,Q68D91,MBLAC2
