Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Genome_0Min_(TMT 127C PCN),_Genome_0Min_(TMT 127C PCN),WT_60Min_(TMT 128C PCN),WT_60Min_(TMT 128C PCN),_Env_60Min_(TMT 129C PCN),_Env_60Min_(TMT 130N PCN),_Genome_60Min_(TMT 130C PCN),_Genome_60Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG250875,sp|Q13098-7|CSN1_HUMAN Isoform 2 of COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1,527,35.48,2.657,15.56,4,90,20,18,9,7,6,1.23E-300,1,1,29818.07347,30217.24162,26272.10597,27646.27456,25491.53897,23641.48773,27571.26392,25217.56418,24206.74237,25069.87036,Q13098|Q13098-5|Q13098-7|C9JFE4,GPS1
PG264493,tr|A0A1B0GWG0|A0A1B0GWG0_HUMAN Protein 4.1 (Fragment) OS=Homo sapiens GN=EPB41 PE=1 SV=1,483,38.3,12.42,16.56,1,88,20,18,10,10,9,1.49E-295,1,1,1005.692256,1672.616629,2052.566952,1767.906282,1999.701681,1765.634781,1923.963171,1138.870281,1675.064621,855.5911259,A0A1B0GWG0,EPB41
PG256342,sp|P51692|STA5B_HUMAN Signal transducer and activator of transcription 5B OS=Homo sapiens GN=STAT5B PE=1 SV=2,787,29.48,12.83,1.779,1,47,20,13,5,5,4,2.47E-294,1,1,5198.900381,6719.55213,5439.632225,5271.079254,6374.626697,6379.503592,6114.452271,6766.153247,7654.181653,6155.227743,P51692,STAT5B
PG247771,sp|O43379-4|WDR62_HUMAN Isoform 4 of WD repeat-containing protein 62 OS=Homo sapiens GN=WDR62,1523,19.24,1.51,1.576,1,79,20,19,6,6,5,4.79E-289,1,1,825.0400777,884.2419697,1230.868475,628.5573874,1194.035796,1060.499809,1015.984195,875.9148934,1158.874242,855.5571145,O43379-4,WDR62
PG253622,sp|Q9NZL9|MAT2B_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B PE=1 SV=1,334,76.35,7.186,11.68,1,81,21,19,8,8,7,1.40E-284,1,1,11337.86711,9618.258366,9533.153099,11905.35203,10344.18775,8594.957046,9640.932843,8089.79656,9405.00027,8769.554649,Q9NZL9,MAT2B
PG245297,sp|Q9UKM9|RALY_HUMAN RNA-binding protein Raly OS=Homo sapiens GN=RALY PE=1 SV=1,306,65.36,7.516,15.36,1,218,19,18,14,11,10,1.95E-283,1,1,11502.97326,8841.164501,11049.75632,11306.93114,10841.46224,12943.70575,13087.25161,12250.46277,15366.72842,14713.64364,Q9UKM9,RALY
PG258256,tr|A8K070|A8K070_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=1,526,34.79,1.901,13.5,3,84,19,18,9,7,6,4.91E-283,1,1,6656.287241,7178.380488,6122.672356,6934.734953,6384.60012,6115.164762,6257.740272,6547.678222,5435.583795,6126.80953,A8K070|A0A096LPJ3|A0A096LP07,GPS1
PG243067,sp|P05771-2|KPCB_HUMAN Isoform Beta-II of Protein kinase C beta type OS=Homo sapiens GN=PRKCB,673,29.72,6.538,6.092,1,57,20,17,14,13,12,7.01E-281,1,1,2960.565463,3011.52388,1532.741206,2478.554085,2072.334661,3274.423264,2561.75598,3108.364873,2747.483915,2160.916986,P05771-2,PRKCB
PG257070,sp|O15014|ZN609_HUMAN Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2,1411,18.36,18.36,1.914,1,93,21,0,1,1,0,2.97E-277,1,1,6393.609057,6194.318717,10683.76906,9961.357972,9235.480895,9595.288383,8892.377344,9822.480306,8603.278144,9368.887588,O15014,ZNF609
PG253623,sp|Q9NZL9-2|MAT2B_HUMAN Isoform 2 of Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B,323,77.09,5.573,12.07,1,77,20,19,8,8,7,7.74E-277,1,1,8602.222215,7589.289793,6342.436146,7173.546963,7384.407172,7073.270234,6979.429822,5609.468597,8196.923515,7998.47424,Q9NZL9-2,MAT2B
PG245298,sp|Q9UKM9-2|RALY_HUMAN Isoform 1 of RNA-binding protein Raly OS=Homo sapiens GN=RALY,290,63.45,2.414,16.21,1,219,19,18,14,11,10,5.42E-276,1,1,16202.28634,13231.9503,20085.93319,17894.50081,14921.12008,16006.6085,17131.97764,20502.33247,16493.24766,16235.10404,Q9UKM9-2,RALY
PG242944,tr|F5H070|F5H070_HUMAN Lysine-specific demethylase 3A OS=Homo sapiens GN=KDM3A PE=1 SV=2,1327,18.76,16.88,0.9043,2,33,19,2,2,2,1,1.12E-275,1,1,5344.147975,6112.246759,6242.034873,6006.377689,6451.375011,5932.349725,4448.994104,6324.996029,6626.17315,5429.287937,Q9Y4C1|F5H070,KDM3A
PG242602,sp|Q15056-2|IF4H_HUMAN Isoform Short of Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H,228,63.6,4.386,45.18,1,94,23,22,9,7,6,3.15E-275,1,1,2141.652916,2619.67579,2383.283975,2552.32296,3839.426996,3025.755027,3397.472859,2903.470499,2907.680803,3827.484885,Q15056-2,EIF4H
PG254584,sp|Q9NVE7|PANK4_HUMAN Pantothenate kinase 4 OS=Homo sapiens GN=PANK4 PE=1 SV=1,773,28.98,28.98,1.423,1,33,19,0,1,1,0,5.70E-272,1,1,3130.330599,3317.244555,2475.807707,2940.715579,3172.881662,2824.411925,3564.454957,3494.147025,3158.52979,2573.417447,Q9NVE7,PANK4
PG244269,sp|P30414|NKTR_HUMAN NK-tumor recognition protein OS=Homo sapiens GN=NKTR PE=1 SV=2,1462,13.61,13.2,2.326,1,54,21,1,1,1,0,7.20E-272,1,1,10055.86324,8667.926267,10148.61042,9918.332778,10332.53901,9324.571886,9514.193101,9317.91605,8412.102988,9055.868109,P30414,NKTR
PG253608,sp|P50579|MAP2_HUMAN Methionine aminopeptidase 2 OS=Homo sapiens GN=METAP2 PE=1 SV=1,478,46.86,5.23,15.06,1,58,17,15,10,10,9,4.05E-271,1,1,9759.038964,9871.690731,7011.462084,8508.292552,11179.78653,9613.930268,9568.04216,10095.41888,8509.137483,7813.264743,P50579,METAP2
PG268281,tr|I3L2J0|I3L2J0_HUMAN Protein capicua homolog OS=Homo sapiens GN=CIC PE=1 SV=1,2514,14.12,14.12,1.392,1,58,22,0,1,1,0,4.11E-270,1,1,2865.952935,2593.341421,3652.638215,4368.006993,3161.485535,3617.138136,3099.032952,3210.645255,3282.046569,4196.438892,I3L2J0,CIC
PG245292,sp|Q7Z5J4|RAI1_HUMAN Retinoic acid-induced protein 1 OS=Homo sapiens GN=RAI1 PE=1 SV=2,1906,15.9,15.9,1.889,1,63,24,0,1,1,0,3.66E-269,1,1,8578.776428,6396.177669,8790.003863,8086.245581,6364.422297,8581.479612,7981.017064,7249.854207,7513.094757,7915.673144,Q7Z5J4,RAI1
PG242447,sp|Q13422|IKZF1_HUMAN DNA-binding protein Ikaros OS=Homo sapiens GN=IKZF1 PE=1 SV=1,519,47.98,29.09,6.166,1,105,19,7,4,4,3,8.41E-268,1,1,3820.729622,5829.697385,6859.555105,5400.579678,4945.029752,5700.702962,4827.292055,6068.327004,6347.984542,6856.226739,Q13422,IKZF1
PG250134,sp|Q5VT06|CE350_HUMAN Centrosome-associated protein 350 OS=Homo sapiens GN=CEP350 PE=1 SV=1,3117,7.154,6.962,1.893,1,61,19,1,1,1,0,1.89E-264,1,1,7521.649039,8006.035043,8244.061177,8478.329774,8084.877039,8688.886636,6949.249745,9419.557193,8067.749754,8843.370942,Q5VT06,CEP350
PG252835,sp|O94925|GLSK_HUMAN Glutaminase kidney isoform; mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1,669,36.17,2.392,5.082,1,43,20,19,10,10,9,2.23E-263,1,1,2939.992917,3036.466619,2158.930166,1093.57986,1938.487812,2339.196846,2261.580448,1727.06663,2383.898418,2709.567563,O94925,GLS
PG260432,tr|F8VP89|F8VP89_HUMAN Eukaryotic translation initiation factor 4B (Fragment) OS=Homo sapiens GN=EIF4B PE=1 SV=1,275,45.82,11.27,24.36,1,99,25,22,11,10,9,6.28E-263,1,1,13550.5004,15815.71575,13568.50399,17671.93954,15043.21985,13921.79135,14933.01932,13335.71206,11641.60068,13226.41091,F8VP89,EIF4B
PG255683,sp|Q9Y6M7-13|S4A7_HUMAN Isoform 13 of Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7,1135,18.41,17.27,5.022,1,76,18,1,1,1,0,7.49E-263,1,1,3834.057842,3496.496542,4079.534422,3047.35004,3878.186345,4133.561971,3837.377199,3283.89449,4115.334861,3596.844883,Q9Y6M7-13,SLC4A7
PG243546,sp|Q13136|LIPA1_HUMAN Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 PE=1 SV=1,1202,16.64,12.56,2.829,1,89,22,5,5,4,3,1.15E-262,1,1,2089.464318,2729.943941,2148.269809,2666.817773,2764.539541,2077.859756,1771.19514,1723.97736,2382.220871,1860.72436,Q13136,PPFIA1
PG257400,sp|Q86UK7-2|ZN598_HUMAN Isoform 2 of Zinc finger protein 598 OS=Homo sapiens GN=ZNF598,896,24.89,6.25,3.125,1,39,18,15,11,11,10,4.91E-262,1,1,6526.272276,5290.486529,6246.962088,6650.129547,4606.599526,6640.073381,4101.678205,6269.473402,5548.280349,5262.524784,Q86UK7-2,ZNF598
PG242782,sp|Q8NG31|KNL1_HUMAN Kinetochore scaffold 1 OS=Homo sapiens GN=KNL1 PE=1 SV=3,2342,10.46,9.778,0.6405,2,51,21,1,1,1,0,3.46E-261,1,1,9976.113185,10718.51565,9613.557577,13748.03552,12326.21436,12729.29646,13144.13231,12995.95776,10504.50367,10543.62756,Q8NG31|Q8NG31-2,KNL1
PG246742,sp|P09493-4|TPM1_HUMAN Isoform 4 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1,284,47.54,9.507,17.96,1,78,21,18,13,10,9,9.42E-261,1,1,12601.8709,12999.23659,11357.74265,11234.6127,11434.56639,10956.1658,10381.60876,9848.903962,9375.357043,9776.560289,P09493-4,TPM1
PG246864,sp|Q9UKI8|TLK1_HUMAN Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens GN=TLK1 PE=1 SV=2,766,28.07,16.71,3.133,1,48,20,10,2,2,1,3.29E-255,1,1,1028.993794,1506.120683,1624.722263,589.9471846,443.4908595,1308.341169,1406.707572,1061.131738,1648.960026,1461.863987,Q9UKI8,TLK1
PG253129,sp|P68431|H31_HUMAN Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2,136,79.41,23.53,39.71,1,608,20,19,104,9,8,9.20E-255,1,1,1676.519955,945.2396216,1157.895618,1341.98716,674.9133078,2135.194033,1841.490871,2313.440106,2216.841275,2739.092012,P68431,HIST1H3A
PG242245,sp|Q7Z4H7|HAUS6_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2,955,24.82,24.82,2.932,1,54,20,0,1,1,0,9.25E-255,1,1,17410.70307,17991.71534,17889.59842,18714.36873,19100.81691,18535.93525,14003.79227,16178.823,16182.83297,20167.64513,Q7Z4H7,HAUS6
PG242230,sp|P54652|HSP72_HUMAN Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,639,24.57,6.416,7.668,1,133,17,15,16,9,8,8.82E-254,1,1,8664.791096,9666.162924,10007.90115,9807.44857,9868.998688,9841.273476,8549.010488,9293.692009,10445.40901,9236.308374,P54652,HSPA2
PG245368,sp|Q9BWF3-4|RBM4_HUMAN Isoform 4 of RNA-binding protein 4 OS=Homo sapiens GN=RBM4,173,82.66,9.249,19.08,1,69,18,17,10,10,9,1.67E-252,1,1,3978.070175,4667.949135,4675.417798,4780.14746,8112.598641,8241.363354,7758.403725,8368.134952,10404.85345,7831.960972,Q9BWF3-4,RBM4
PG265252,tr|H0Y8C4|H0Y8C4_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (Fragment) OS=Homo sapiens GN=PPP2R5D PE=1 SV=1,504,41.67,3.373,8.135,1,57,21,20,10,9,8,2.10E-252,1,1,5723.754242,3396.476575,4450.506495,4325.284416,3493.024475,3988.756111,4324.649039,3233.832034,5691.821682,4713.003517,H0Y8C4,PPP2R5D
PG256108,sp|O43166|SI1L1_HUMAN Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens GN=SIPA1L1 PE=1 SV=4,1804,13.19,13.19,1.33,3,76,19,0,1,1,0,1.86E-250,1,1,2109.44857,1999.824728,1527.197825,2194.520217,2406.6248,2728.943106,1810.58902,2114.196726,2578.266648,2625.206367,O43166|O43166-2|O43166-3,SIPA1L1
PG257255,sp|O75362|ZN217_HUMAN Zinc finger protein 217 OS=Homo sapiens GN=ZNF217 PE=1 SV=1,1048,21.18,20.32,9.447,1,88,18,1,2,2,1,3.88E-249,1,1,14153.39956,10793.38132,17835.16056,15255.0838,9895.928123,15688.57832,17091.234,16924.58905,16362.73306,18249.62563,O75362,ZNF217
PG249511,sp|Q86YS7|C2CD5_HUMAN C2 domain-containing protein 5 OS=Homo sapiens GN=C2CD5 PE=1 SV=1,1000,21.4,21.4,7.6,1,89,18,0,1,1,0,2.68E-245,1,1,16817.83921,18621.99793,16551.87144,17476.45779,18209.76629,16221.82695,16595.60303,17431.30026,17240.4842,18402.27502,Q86YS7,C2CD5
PG253433,sp|Q96II8|LRCH3_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=2,777,25.61,24.58,9.653,1,42,18,1,1,1,0,3.55E-242,1,1,6610.504265,5550.481829,6634.413651,5004.914295,5870.587536,5597.437607,6950.810071,5830.659873,5727.574395,4975.469239,Q96II8,LRCH3
PG249048,sp|Q4LE39|ARI4B_HUMAN AT-rich interactive domain-containing protein 4B OS=Homo sapiens GN=ARID4B PE=1 SV=2,1312,17.3,17.3,4.04,2,58,17,0,1,1,0,8.50E-242,1,1,17512.92307,20074.81139,16858.92521,17908.80402,16629.10521,16667.71374,17777.8304,18395.00169,15785.08893,16733.43677,Q4LE39|Q4LE39-3,ARID4B
PG252260,sp|Q8N3X1-2|FNBP4_HUMAN Isoform 2 of Formin-binding protein 4 OS=Homo sapiens GN=FNBP4,1019,17.37,17.37,8.342,2,78,17,0,1,1,0,2.64E-240,1,1,3195.966078,3111.691848,2388.466182,2780.993201,3030.646836,2664.528964,2418.906011,3334.078517,3121.883265,2583.494606,Q8N3X1|Q8N3X1-2,FNBP4
PG246356,sp|Q9NXF1|TEX10_HUMAN Testis-expressed protein 10 OS=Homo sapiens GN=TEX10 PE=1 SV=2,929,24.11,24.11,0,2,30,17,0,1,1,0,2.11E-238,1,1,8523.261577,7929.559408,9395.59963,8956.099035,6922.101842,9652.723959,8144.634291,9384.277221,8429.129815,8817.713364,Q9NXF1|Q9NXF1-2,TEX10
PG248424,sp|Q92667|AKAP1_HUMAN A-kinase anchor protein 1; mitochondrial OS=Homo sapiens GN=AKAP1 PE=1 SV=1,903,21.93,21.93,4.762,1,64,16,0,1,1,0,1.32E-237,1,1,19669.92262,22137.10771,20224.84711,23805.35248,21059.25873,19878.54253,19446.589,22768.34404,19128.95137,17187.2989,Q92667,AKAP1
PG250365,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,602,36.88,36.88,1.163,1,28,17,0,1,1,0,2.37E-233,1,1,5572.541877,4452.669347,6288.784199,4979.145418,3603.96966,5537.54205,4748.884366,5173.93604,4817.871192,5444.16101,Q07065,CKAP4
PG254948,sp|P62714|PP2AB_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens GN=PPP2CB PE=1 SV=1,309,66.34,6.796,0,1,68,15,13,7,6,5,2.55E-233,1,1,11859.81791,13122.88864,11351.43623,12182.01602,10441.85527,10826.68862,10178.74479,9752.977145,10566.88934,10997.74684,P62714,PPP2CB
PG252971,sp|Q3T8J9-3|GON4L_HUMAN Isoform 3 of GON-4-like protein OS=Homo sapiens GN=GON4L,2240,10.45,5.893,1.027,1,52,16,7,3,3,2,1.05E-227,1,1,5346.676758,5953.622149,4413.123251,6341.980074,6002.343406,5346.345482,5392.662458,5780.040187,5282.794584,6368.227306,Q3T8J9-3,GON4L
PG243256,sp|Q9UMN6|KMT2B_HUMAN Histone-lysine N-methyltransferase 2B OS=Homo sapiens GN=KMT2B PE=1 SV=1,2715,9.208,9.208,0.5157,1,41,17,0,1,1,0,2.92E-225,1,1,11750.32175,11450.61291,14303.09349,11737.41107,12411.96407,12428.22498,12641.39934,12049.18578,14614.07729,14440.45142,Q9UMN6,KMT2B
PG244659,sp|Q9BWT3|PAPOG_HUMAN Poly(A) polymerase gamma OS=Homo sapiens GN=PAPOLG PE=1 SV=2,736,22.55,18.75,3.533,2,65,16,3,2,2,1,1.87E-222,1,1,8398.827509,8543.395978,5881.733724,7884.051641,5689.556368,6157.289402,6611.402136,9730.479086,7240.694046,6962.011389,Q9BWT3|Q9BWT3-2,PAPOLG
PG252341,sp|Q9BX63|FANCJ_HUMAN Fanconi anemia group J protein OS=Homo sapiens GN=BRIP1 PE=1 SV=1,1249,15.53,15.53,2.802,1,62,16,0,1,1,0,7.85E-221,1,1,4119.275874,3512.706522,3394.472866,3590.209986,3978.442327,4220.932092,6049.171266,4334.132684,4294.294409,5301.06375,Q9BX63,BRIP1
PG256838,sp|Q9C0B5|ZDHC5_HUMAN Palmitoyltransferase ZDHHC5 OS=Homo sapiens GN=ZDHHC5 PE=1 SV=2,715,24.48,24.48,11.05,2,75,16,1,1,1,0,2.74E-219,1,1,14843.96572,12756.2042,10526.41594,12303.84104,12789.06868,12078.99487,11403.34666,11721.18608,10555.79865,10927.71465,Q9C0B5|Q9C0B5-2,ZDHHC5
PG253131,sp|P84243|H33_HUMAN Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2,136,52.94,7.353,38.97,2,586,18,16,99,7,6,8.58E-218,1,1,12930.04139,14082.75252,56823.82117,45682.10367,33584.67064,52546.41513,56697.81645,67044.24346,51325.69626,58000.79258,P84243|K7EK07,H3F3A|H3F3B
PG242893,sp|P17612|KAPCA_HUMAN cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens GN=PRKACA PE=1 SV=2,351,42.74,20.8,15.67,2,39,15,9,5,5,4,1.04E-217,1,1,5343.299253,5446.80908,5655.606601,5755.256254,5817.945669,4696.578362,6476.324888,4967.116079,4643.949149,5024.841679,P17612|P17612-2,PRKACA
PG243901,sp|P15531-2|NDKA_HUMAN Isoform 2 of Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1,177,60.45,7.91,19.77,2,117,14,13,25,9,8,1.96E-216,1,1,9232.369769,10081.69789,8009.362564,8897.686647,8448.596082,8690.629471,8921.509795,11167.80759,7934.22639,8199.276204,P15531|P15531-2,NME1
PG244762,sp|O95758-4|PTBP3_HUMAN Isoform 4 of Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3,558,34.41,28.67,1.613,5,39,15,4,1,1,0,3.12E-216,1,1,1267.571197,1195.025667,663.2944359,391.2559742,1251.294488,413.8022144,626.7004635,438.483485,1159.087276,758.5765827,O95758|O95758-1|O95758-4|O95758-5|O95758-6,PTBP3
PG244195,sp|Q53F19|NCBP3_HUMAN Nuclear cap-binding protein subunit 3 OS=Homo sapiens GN=NCBP3 PE=1 SV=2,620,29.52,29.52,9.194,1,40,16,0,1,1,0,2.49E-213,1,1,19519.33167,17051.75851,18988.56448,19807.04377,18307.03896,19284.93916,19376.87344,17711.21209,20308.42971,21751.77518,Q53F19,NCBP3
PG251126,sp|Q9HC35|EMAL4_HUMAN Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3,981,16.11,16.11,1.427,1,33,14,0,1,1,0,2.80E-211,1,1,2716.273612,3270.329089,2891.45687,3200.764618,3213.463919,3044.937948,3873.818493,3752.800458,3561.670976,2252.518714,Q9HC35,EML4
PG251647,sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens GN=DFFA PE=1 SV=1,331,41.09,11.78,13.9,1,65,14,9,2,2,1,5.54E-211,1,1,4509.270624,3886.077055,6019.747523,5064.674025,4601.616506,5245.295149,4787.368536,5276.914152,4656.633094,4171.365598,O00273,DFFA
PG252059,sp|P32519|ELF1_HUMAN ETS-related transcription factor Elf-1 OS=Homo sapiens GN=ELF1 PE=1 SV=2,619,25.85,23.91,5.331,2,121,15,1,1,1,0,1.39E-210,1,1,13268.22764,13830.54164,11978.87571,13590.20334,13351.21198,12931.44166,12841.73622,14062.15027,15225.9606,13003.82373,P32519|P32519-2,ELF1
PG252807,sp|O60318|GANP_HUMAN Germinal-center associated nuclear protein OS=Homo sapiens GN=MCM3AP PE=1 SV=2,1980,10.76,10.76,2.172,1,32,16,0,1,1,0,1.62E-210,1,1,3306.877354,2720.085025,2612.495706,3320.514913,2713.383324,2036.554492,3572.280237,2728.060161,2821.656608,2773.212633,O60318,MCM3AP
PG243308,sp|Q9NQT8|KI13B_HUMAN Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=2,1826,10.08,9.584,0.8215,1,46,17,1,2,2,1,6.58E-209,1,1,2811.310081,2941.228206,7634.029634,6943.727704,4982.933086,4797.619067,7819.331698,5260.15112,7089.384659,7309.540619,Q9NQT8,KIF13B
PG245345,sp|Q6R327-3|RICTR_HUMAN Isoform 3 of Rapamycin-insensitive companion of mTOR OS=Homo sapiens GN=RICTOR,1732,10.28,10.28,1.328,2,57,16,0,1,1,0,1.52E-208,1,1,20536.75859,17699.51628,18793.31388,16318.39322,17354.37035,18483.24225,17967.757,18451.04125,18176.08635,17499.83386,Q6R327|Q6R327-3,RICTOR
PG244822,sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1,377,38.73,6.897,11.14,1,56,14,12,11,9,8,6.78E-208,1,1,1347.878227,1284.973385,386.2243907,1251.263144,1295.88848,965.6018964,935.1752952,1166.200446,1000.836177,1092.140393,P55036,PSMD4
PG247318,sp|Q9H9J4|UBP42_HUMAN Ubiquitin carboxyl-terminal hydrolase 42 OS=Homo sapiens GN=USP42 PE=1 SV=3,1324,15.56,15.56,2.341,2,92,14,0,1,1,0,1.95E-207,1,1,3670.330935,3446.233298,3325.636352,3567.004114,3913.256501,3808.540739,3374.847466,3921.520694,3835.72882,4193.162646,Q9H9J4|Q9H9J4-2,USP42
PG255370,sp|Q8NCN4|RN169_HUMAN E3 ubiquitin-protein ligase RNF169 OS=Homo sapiens GN=RNF169 PE=1 SV=2,708,28.25,28.25,2.684,1,55,16,0,1,1,0,2.38E-206,1,1,4521.673757,3789.440359,4464.891155,5239.984061,4985.605599,5753.165886,4707.866806,4519.373717,5193.248685,7453.534695,Q8NCN4,RNF169
PG254580,sp|O96013|PAK4_HUMAN Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1,591,30.96,29.95,10.15,1,74,16,1,2,2,1,1.93E-205,1,1,21171.13735,19560.82902,23056.85391,22587.58894,17980.49291,24585.37525,21427.97737,22864.65654,22138.46928,21502.55736,O96013,PAK4
PG244940,sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1,145,62.07,6.207,32.41,2,64,15,14,9,8,7,2.41E-204,1,1,3198.710504,2221.677916,2070.482122,2918.416974,2405.240238,2770.794239,2276.688999,3172.129814,3938.605141,3345.920122,Q9UNX3|E5RIT6,RPL26L1
PG245073,sp|P61019|RAB2A_HUMAN Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1,212,64.62,28.3,9.906,1,40,13,8,7,7,6,1.03E-202,1,1,70634.05465,77232.11876,68995.83673,68322.67426,70903.81239,68332.26511,67139.78867,67115.55362,65210.79381,62118.11947,P61019,RAB2A
PG249148,sp|Q9UIF9|BAZ2A_HUMAN Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens GN=BAZ2A PE=1 SV=4,1905,9.449,9.449,0.5249,5,47,15,0,1,1,0,3.29E-202,1,1,14875.74761,14502.13075,17243.03391,15475.48325,10470.45806,17338.7613,15006.0744,17393.8645,21102.69529,18677.25588,Q9UIF9|Q9UIF9-2|Q9UIF9-3|F8VU39|J3KPG5,BAZ2A
PG248568,sp|P10398|ARAF_HUMAN Serine/threonine-protein kinase A-Raf OS=Homo sapiens GN=ARAF PE=1 SV=2,606,26.9,18.98,3.3,1,60,14,5,2,2,1,1.16E-200,1,1,10650.80511,9726.128582,11241.69594,10609.91216,7662.014268,8725.735578,9343.765697,8445.557749,8409.00716,8639.464609,P10398,ARAF
PG251914,sp|P33316|DUT_HUMAN Deoxyuridine 5'-triphosphate nucleotidohydrolase; mitochondrial OS=Homo sapiens GN=DUT PE=1 SV=4,252,59.13,7.54,21.43,1,78,14,13,11,8,7,1.94E-200,1,1,2445.175435,2779.843534,2624.831722,2250.50141,2416.155415,3201.920528,2063.891013,3014.577171,1862.548158,2465.520117,P33316,DUT
PG245529,sp|Q6P4F7|RHGBA_HUMAN Rho GTPase-activating protein 11A OS=Homo sapiens GN=ARHGAP11A PE=1 SV=2,1023,16.91,16.91,0.391,1,77,15,0,1,1,0,2.66E-200,1,1,5095.837583,5075.080475,5835.174454,4923.494305,4258.191885,3790.882301,5604.745774,6501.362158,4360.884263,4619.713804,Q6P4F7,ARHGAP11A
PG255416,sp|Q3B726|RPA43_HUMAN DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens GN=TWISTNB PE=1 SV=1,338,35.21,35.21,12.43,1,70,14,0,1,1,0,4.28E-200,1,1,27360.39852,27151.31571,26731.15141,28527.15724,24687.00121,27855.81651,26627.12539,27085.47925,27242.14791,28805.17987,Q3B726,TWISTNB
PG245479,sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1,193,62.69,15.03,18.65,1,52,13,9,13,10,9,1.86E-199,1,1,9300.553999,7665.833725,10212.68743,9104.937035,8343.126356,9505.807482,8701.495754,9756.692017,8277.257111,10084.09728,P61586,RHOA
PG243039,sp|Q14643|ITPR1_HUMAN Inositol 1;4;5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1 PE=1 SV=3,2758,6.49,3.445,1.051,8,35,15,9,2,2,1,4.06E-199,1,1,2828.808124,2292.37505,2531.779566,2738.456887,2515.331177,3448.891304,1946.723369,3669.520315,2589.992669,2898.010147,Q14643|Q14643-2|Q14643-3|Q14643-4|Q14643-5|Q14643-6|Q14643-7|Q14643-8,ITPR1
PG246730,tr|H9KVB4|H9KVB4_HUMAN Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens GN=TNRC18 PE=1 SV=1,2968,8.221,7.884,0.3032,2,58,16,1,1,1,0,2.73E-198,1,1,3930.034886,4233.600733,5595.89193,5922.605379,4823.354035,6294.488711,4619.573889,4947.2344,5992.476733,6975.364585,O15417|H9KVB4,TNRC18
