Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG250367	sp|Q14008-3|CKAP5_HUMAN Isoform 3 of Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5	2039	38.06	38.06	6.523	3	199	73	0	41	38	0	0.0	41	38	649028.8359	621160.9991	632897.7571	651021.9663	669259.394	664125.74	Q14008|Q14008-2|Q14008-3	CKAP5	Q14008-3	2468732.5661	621341.625325	598650.26795	564195.45585	700425.897275	609995.9466375001	632310.6765625	0.05183392347379442	0.734479311686004	0.612162192741101
PG255975	sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	793	50.82	50.82	9.332	1	188	38	0	36	25	0	0.0	36	25	572671.9576	602290.8091	560467.0724	553825.4714	587421.6337	612373.5851	Q15459	SF3A1	Q15459	2463351.8562000003	617309.393975	625592.5193	629605.10945	594422.216425	621450.9566375001	612013.6629375	-0.02207668105518233	0.756783800704195	0.61746295040024
PG247900	sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3	732	71.99	71.99	25.82	1	317	55	0	57	35	0	0.0	55	34	566669.143	571948.5466	559858.0778	546699.4148	584522.85	569035.7851	P13010	XRCC5	P13010	2463321.0835999995	608497.847925	608497.847925	656923.444	589529.669075	608497.847925	623226.5565375	0.034504549354912206	0.70735738524738	0.600191971434104
PG249347	sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase; cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3	935	62.35	61.6	14.97	1	248	60	1	39	35	1	0.0	38	34	558882.6025	598809.2395	563929.7914	554845.5432	559992.2405	562737.4259	P11586	MTHFD1	P11586	2459172.7451	649769.032775	621341.625325	608497.847925	584204.7165999999	635555.3290500001	596351.2822624999	-0.09185532196703888	0.245921908714896	0.377907657011947
PG242308	sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4	840	73.81	70.12	24.17	1	261	62	4	43	36	2	0.0	40	34	590120.9693	607652.2942	591431.6467	572664.5392	604073.3039	601769.0128	P34932	HSPA4	P34932	2455754.0488	625592.5193	604613.6749	617309.393975	604613.6749	615103.0971	610961.5344374999	-0.009746687877599159	0.889939521835724	0.656698990791785
PG253334	sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2	586	74.06	68.77	42.32	1	401	61	8	35	29	3	0.0	30	26	629576.1689	581879.6554	666183.3839	613272.9601	647475.283	658051.8008	P20700	LMNB1	P20700	2407067.8375	589529.669075	617309.393975	548778.649925	642845.8135	603419.531525	595812.2317125001	-0.01830365282924655	0.832184682520359	0.642151381845827
PG244987	sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	2225	52.4	44.13	5.933	2	381	90	14	51	46	6	0.0	45	40	562871.0727	597325.3851	547704.3197	530894.1736	550293.1186	557845.0418	P27708|F8VPD4	CAD	P27708	2388260.3628000002	623339.1034	623339.1034	579275.6120249999	566978.0003500001	623339.1034	573126.8061875	-0.12116284363058759	0.120137098912375	0.283090634990584
PG254283	sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1	331	66.16	66.16	41.09	1	171	33	0	32	22	0	0.0	32	22	600057.8834	637721.2048	591392.8441	579629.8588	580662.9709	577123.4347	Q9Y266	NUDC	Q9Y266	2386889.1821	564195.45585	597330.139875	621341.625325	597330.139875	580762.7978625	609335.8826	0.06928865930670608	0.375236994088971	0.456647605315648
PG255978	sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	1304	56.44	56.44	18.63	1	474	74	0	51	40	0	0.0	47	38	654287.5956	618512.6413	600637.1846	603413.2084	656418.5377	667023.4761	O75533	SF3B1	O75533	2375339.6112	566030.6004	566030.6004	592800.89365	663595.322975	566030.6004	628198.1083125	0.1503395493593158	0.136883478994078	0.296942561932339
PG246347	sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	545	75.05	73.94	26.97	1	225	51	1	37	25	0	0.0	37	25	545926.5709	565678.21	558544.4436	543596.0208	546214.1045	534146.6933	P49368	CCT3	P49368	2348683.9649	592800.89365	592800.89365	597330.139875	562912.155275	592800.89365	580121.1475750001	-0.031193410628344416	0.665248731500535	0.585940391683764
PG252072	sp|P26641-2|EF1G_HUMAN Isoform 2 of Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G	487	53.18	53.18	25.05	2	161	32	0	30	22	0	0.0	30	22	497093.6177	522872.7227	575895.1004	539377.1106	484864.2398	487089.0429	P26641|P26641-2	EEF1G	P26641-2	2347104.6754	584204.7165999999	579275.6120249999	635057.557975	533177.938025	581740.1643124999	584117.748	0.005884307022749431	0.997159045262644	0.68208018096085
PG245251	sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2	1129	50.84	50.13	4.606	2	206	50	2	32	30	1	0.0	31	29	535581.4285	563577.5439	543053.379	523012.6411	523680.616	519519.7874	Q92900|Q92900-2	UPF1	Q92900	2343974.3054	613228.6620499999	589529.669075	585929.5367	559451.4474749999	601379.1655625	572690.4920874999	-0.07051923565812224	0.357787288119784	0.445769666797241
PG245174	sp|P06400|RB_HUMAN Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2	928	51.62	51.62	25.0	1	619	61	0	29	27	0	0.0	29	27	618653.8727	616383.0023	584815.977	565554.6949	568844.8792	549197.4752	P06400	RB1	P06400	2340128.2304	585929.5367	601475.122675	589529.669075	566030.6004	593702.3296875	577780.1347375	-0.03921917230230946	0.58414632697154	0.553188443930878
PG253875	sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	821	53.84	53.84	25.58	1	285	54	0	37	27	0	0.0	37	27	547348.1072	546948.5258	544717.3031	508949.7997	565074.488	540451.3553	Q14566	MCM6	Q14566	2338006.1513	601475.122675	582287.151375	594422.216425	564195.45585	591881.1370250001	579308.8361375	-0.030974809043953926	0.672376957165715	0.590011786211607
PG246064	sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	1217	49.63	49.14	12.0	1	205	58	1	31	30	0	0.0	31	30	552662.6291	556807.2044	542017.0951	511966.4494	547830.6474	537128.4807	Q15393	SF3B3	Q15393	2331831.4682	604613.6749	613228.6620499999	566030.6004	535309.9184	608921.168475	550670.2594	-0.14506677400396992	0.0913323231087516	0.253946604973712
PG243799	sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15; NatA auxiliary subunit OS=Homo sapiens GN=NAA15 PE=1 SV=1	866	46.54	43.07	5.543	2	128	40	3	30	24	1	0.0	28	23	582426.1056	568854.4182	572882.6691	558721.168	579267.4423	592682.6802	Q9BXJ9|A0A0B4J1W3	NAA15	Q9BXJ9	2298840.3524	594422.216425	552051.65785	547660.9436250001	613228.6620499999	573236.9371374999	580444.8028375	0.018027306916153372	0.860012401507041	0.650138183867514
PG246081	sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	1197	42.69	42.69	5.597	1	156	49	0	27	25	0	0.0	27	25	514537.6752	532934.7468	513555.6303	500093.7362	500560.5673	499079.0804	O95347	SMC2	O95347	2297807.7687	598650.26795	585929.5367	559451.4474749999	546624.78105	592289.902325	553038.1142625	-0.09892457901047733	0.191327762865503	0.343258781056462
PG247174	sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	955	48.59	48.59	29.32	1	538	78	1	26	24	1	0.0	25	23	567454.1786	596075.1579	558118.2735	554208.0796	555166.0208	553268.5661	Q9Y2W1	THRAP3	Q9Y2W1	2295611.4914	554077.4805000001	558094.6359	598650.26795	585929.5367	556086.0582000001	592289.902325	0.09099532314913245	0.218304574475155	0.361408219922089
PG242280	sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	724	74.72	55.66	32.04	1	1027	79	30	115	42	19	0.0	57	23	523600.9746	542552.5367	527698.1592	495830.6068	546983.1818	522954.5232	P08238	HSP90AB1	P08238	2280077.9993	570696.070175	559451.4474749999	604613.6749	529669.041575	565073.7588249999	567141.3582375001	0.005269173127722326	0.981481446048972	0.677637636186941
PG244525	sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2	645	60.62	59.69	30.23	1	186	46	2	34	28	1	0.0	33	27	493510.197	500018.5848	506337.7476	492220.8054	482283.6262	486823.4941	P13667	PDIA4	P13667	2279757.0664999997	597330.139875	594422.216425	535309.9184	539848.6363	595876.17815	537579.27735	-0.1485350466927767	0.069213445584109	0.2281962918147
PG246529	sp|P26639-2|SYTC_HUMAN Isoform 2 of Threonine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=TARS	756	57.67	56.88	7.54	2	121	42	1	34	28	0	0.0	34	28	533658.6591	542349.2126	535048.1978	498979.5804	566699.9595	544632.6323	P26639|P26639-2	TARS	P26639-2	2245816.7293000002	561418.452275	566978.0003500001	558094.6359	561418.452275	564198.2263125001	559756.5440875001	-0.011402640828857148	0.86470173515657	0.650702592293627
PG246488	sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4	528	78.41	78.41	24.81	1	192	47	0	33	29	0	0.0	33	29	501776.9408	530192.2948	520770.842	484763.7201	514849.3145	502873.1112	P54577	YARS	P54577	2238797.7132	579275.6120249999	584204.7165999999	556650.158025	514939.600125	581740.1643124999	535794.8790750001	-0.11869412116743366	0.166305341497821	0.32147482242439
PG251558	tr|H3BLZ8|H3BLZ8_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1	731	59.92	49.52	17.92	2	280	48	10	41	33	9	0.0	27	23	565349.4887	581437.6322	545951.7846	527190.4581	533252.0013	532621.094	Q92841|H3BLZ8	DDX17	H3BLZ8	2234917.7102	558094.6359	556650.158025	566978.0003500001	547660.9436250001	557372.3969625	557319.4719875001	-0.00013699678118367332	0.995906976238867	0.681912356272673
PG242147	sp|P07900-2|HS90A_HUMAN Isoform 2 of Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1	854	59.02	41.33	30.56	2	901	71	32	108	45	21	0.0	45	24	494265.2817	550011.2935	521152.4241	534177.9462	519022.4081	540931.514	P07900|P07900-2	HSP90AA1	P07900-2	2226875.9677999998	521225.43319999997	562912.155275	582287.151375	556650.158025	542068.7942375	569468.6547000001	0.07114047737297173	0.389650751510554	0.463861345707309
PG245923	sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	910	58.9	58.9	17.91	1	266	57	0	43	34	0	0.0	42	33	548379.115	536760.0787	539751.3614	523756.5761	509438.7658	523283.4852	Q7KZF4	SND1	Q7KZF4	2226364.6317	544940.381375	535309.9184	584204.7165999999	570696.070175	540125.1498875	577450.3933875	0.09640328912407442	0.199774489566857	0.349110883716614
PG252010	sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	434	82.95	70.51	49.08	1	763	47	6	66	26	4	0.0	52	22	497737.4679	573836.3985	521179.7025	512625.1295	516871.2614	554656.7794	P06733	ENO1	P06733	2215183.3838	490034.832975	512675.23665	623339.1034	582287.151375	501355.0348125	602813.1273875	0.2658782241430098	0.0176254054171848	0.137295145933861
PG242160	sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1	858	62.7	57.46	15.5	2	204	49	4	37	31	2	0.0	33	29	501188.2497	542199.0995	502900.9054	495941.7948	503114.634	512425.6055	Q92598|Q92598-2	HSPH1	Q92598	2185426.325	566978.0003500001	564195.45585	543295.755575	512675.23665	565586.7281000001	527985.4961125	-0.09924996771490753	0.210235477573046	0.356604205949009
PG244712	sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2	591	56.51	56.51	13.2	1	145	35	0	27	21	0	0.0	27	21	514343.6396	542472.9403	506801.2418	485750.1326	494880.0755	485109.6592	P17812	CTPS1	P17812	2176617.3374	562912.155275	570696.070175	539848.6363	504774.89235	566804.112725	522311.764325	-0.11793902775751842	0.158860661740286	0.316591720919486
PG255247	sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	534	72.28	72.28	21.72	1	154	44	0	27	24	0	0.0	26	24	495222.3413	536610.7113	527643.6237	519245.7628	474758.1737	471647.3898	O43242	PSMD3	O43242	2161374.5858	556650.158025	538199.000025	546624.78105	521225.43319999997	547424.579025	533925.107125	-0.036022820840251844	0.622526947211955	0.571284367686513
PG253874	sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5	734	63.22	62.4	20.98	1	263	53	1	37	29	0	0.0	37	29	596081.4155	544815.4133	565939.453	588626.5341	593781.135	594754.603	P33992	MCM5	P33992	2155016.8402	547660.9436250001	524225.13375	476545.44795	616050.001775	535943.0386875	546297.7248625	0.027607738992869668	0.912089747240603	0.660425212168022
PG249925	sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1	417	69.06	69.06	41.01	1	149	32	0	35	20	0	0.0	35	20	557533.8125	503128.8869	522739.2812	436528.6464	477147.2048	454278.2589	P27797	CALR	P27797	2141149.6240000003	546624.78105	539848.6363	570696.070175	476545.44795	543236.708675	523620.7590625	-0.053058677159477534	0.604307987343819	0.562612662819331
PG253423	sp|Q9BQG0-2|MBB1A_HUMAN Isoform 2 of Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A	1332	45.35	45.35	14.41	2	276	60	0	39	33	0	0.0	38	32	653173.2269	581502.3441	549471.8575	599002.872	595540.2515	605907.1488	Q9BQG0|Q9BQG0-2	MYBBP1A	Q9BQG0-2	2141069.2497	538199.000025	531937.5418	455383.88635000004	621341.625325	535068.2709125	538362.7558375001	0.008855626246334097	0.959932979958759	0.673018733269779
PG245965	sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1	876	48.74	44.63	14.27	4	329	53	11	36	30	4	0.0	30	25	512915.8326	533768.3757	502621.6205	476497.0748	487058.6864	471023.4935	Q9BXP5|Q9BXP5-2|Q9BXP5-3|Q9BXP5-4	SRRT	Q9BXP5	2136457.0819	543295.755575	533177.938025	561418.452275	495304.2545	538236.8467999999	528361.3533875	-0.02671621331481506	0.749118974017036	0.616187719479457
PG251604	sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	1140	47.11	47.11	6.491	1	211	51	0	30	27	0	0.0	30	27	515686.5876	549818.573	521056.9961	503140.8081	505166.7843	508834.909	Q16531	DDB1	Q16531	2135546.21	535309.9184	547660.9436250001	554077.4805000001	499289.27177500003	541485.4310125001	526683.3761375	-0.03998659778578559	0.627524133966691	0.573574770038846
PG245560	sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	248	66.13	66.13	39.92	1	137	27	0	28	21	0	0.0	27	20	492054.09	530849.1598	509291.5238	524843.3278	472238.9232	491370.2368	P18124	RPL7	P18124	2124801.1227	531937.5418	495304.2545	544940.381375	552051.65785	513620.89815	548496.0196125	0.09477724728522961	0.243705154394023	0.376743798165565
PG257108	sp|P43403|ZAP70_HUMAN Tyrosine-protein kinase ZAP-70 OS=Homo sapiens GN=ZAP70 PE=1 SV=1	619	66.4	66.4	21.65	1	170	41	0	43	28	0	0.0	40	27	478604.7623	483645.8454	475252.7954	452635.9177	493380.9802	474248.4997	P43403	ZAP70	P43403	2112643.6848	548778.649925	543295.755575	517722.202675	511504.41072499997	546037.2027499999	514613.30669999996	-0.08551048628759819	0.239623300937347	0.375366482237651
PG254354	sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3	744	41.8	41.8	7.258	2	87	30	0	15	15	0	0.0	15	15	473177.187	512612.6303	490781.9377	477393.1039	461299.9367	446691.4155	P46459|I3L0N3	NSF	P46459	2110684.028	559451.4474749999	554077.4805000001	511504.41072499997	493301.28685000003	556764.4639874999	502402.8487875	-0.1482224879624901	0.0764684665828352	0.235761233358763
PG246272	sp|P54136|SYRC_HUMAN Arginine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2	660	63.94	63.94	19.55	1	139	44	0	34	28	0	0.0	34	28	494064.5248	519023.5519	491558.0109	478316.4328	476444.4012	485145.5292	P54136	RARS	P54136	2088618.6747	522331.49675	546624.78105	495304.2545	524225.13375	534478.1389	509764.694125	-0.0682994834048302	0.386651558711479	0.461930803340825
PG250675	sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2	1224	60.29	60.29	9.559	1	201	64	0	43	40	0	0.0	42	39	529645.2886	522088.613	511300.0653	531372.161	519626.7697	507547.8445	P53621	COPA	P53621	2087977.5973999999	524225.13375	517722.202675	487821.6235	548778.649925	520973.6682125	518300.1367125	-0.007422681350943486	0.911402750413557	0.660318724528454
PG245913	sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	1288	48.21	48.21	11.26	1	253	64	0	31	28	0	0.0	31	28	514906.5363	506450.5801	489735.0352	481558.4933	496566.8506	497722.3067	Q9NTJ3	SMC4	Q9NTJ3	2084021.7349999999	511504.41072499997	508901.997425	533177.938025	522331.49675	510203.204075	527754.7173875	0.04879561021120644	0.482078406053743	0.514526058201889
PG244629	sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	1014	57.89	57.89	14.2	1	202	60	0	35	30	0	0.0	34	29	628820.0621	584797.7333	548378.998	615942.397	624982.547	638007.0199	P09874	PARP1	P09874	2083927.5462	539848.6363	501343.97615	404130.51045	636512.27065	520596.306225	520321.39055	-0.0007620573488870969	0.877969818892413	0.652897783126658
PG247597	sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1	1204	33.97	33.97	2.492	1	113	36	0	29	26	0	0.0	29	26	493359.2105	519170.1417	487213.4555	480203.8606	486159.4803	492036.8252	Q9HAV4	XPO5	Q9HAV4	2065753.2035	533177.938025	548778.649925	507283.01015	484520.30689999997	540978.293975	495901.658525	-0.12551665861871755	0.127960542611119	0.290337429791567
PG250918	sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	783	62.58	58.24	27.2	1	691	59	3	38	29	1	0.0	36	28	738065.0097	599737.8571	613287.5479	637881.595	665448.7533	660311.837	Q9NR30	DDX21	Q9NR30	2054951.0647999998	499919.298425	475905.935775	426323.49495	649769.032775	487912.61710000003	538046.2638625	0.1411074372334601	0.624937126551535	0.572350881524813
PG255172	sp|Q8TEM1|PO210_HUMAN Nuclear pore membrane glycoprotein 210 OS=Homo sapiens GN=NUP210 PE=1 SV=3	1887	29.52	29.52	2.491	1	153	49	0	30	28	0	0.0	28	26	564567.9349	519408.7348	529035.5032	542911.3288	536616.2101	530525.9891	Q8TEM1	NUP210	Q8TEM1	2051549.2338000003	530704.933025	507283.01015	431648.1791	579275.6120249999	518993.9715875	505461.8955625	-0.038115442838168964	0.744245116371321	0.61499275315624
PG253706	sp|Q9NU22|MDN1_HUMAN Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2	5596	16.19	16.07	1.179	1	169	75	1	54	51	0	0.0	51	48	564386.1371	534954.7331	494065.2566	513738.0617	536894.2582	537104.9927	Q9NU22	MDN1	Q9NU22	2049669.4362	510445.1691	514939.600125	463102.55134999997	543295.755575	512692.38461249997	503199.15346249996	-0.026963973353332112	0.762264581806868	0.61832403453727
PG254356	sp|Q08J23|NSUN2_HUMAN tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2 PE=1 SV=2	767	62.19	62.19	12.13	1	147	41	0	34	28	0	0.0	29	26	505490.3853	495499.9598	482347.8268	474984.1565	494871.0779	495336.6822	Q08J23	NSUN2	Q08J23	2046630.9644000002	517722.202675	544940.381375	467494.175425	510445.1691	531331.292025	488969.67226250004	-0.11986669426972434	0.192026656001962	0.343827952729772
PG246551	sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	539	79.59	77.74	23.19	1	249	40	1	37	24	1	0.0	33	21	477922.0297	502341.5053	484925.4553	476376.0495	479305.1141	480781.1454	P50991	CCT4	P50991	2039983.5551	507283.01015	521225.43319999997	522331.49675	490034.832975	514254.221675	506183.16486250004	-0.022822206661129992	0.755875193062858	0.61746295040024
PG255591	sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3	152	58.55	58.55	42.11	1	101	20	0	20	16	0	4.5e-281	20	16	455469.2103	469689.7299	491519.9785	472885.4957	505864.6725	502178.31	P62269	RPS18	P62269	2031644.7519	499289.27177500003	439910.2258	538199.000025	558094.6359	469599.7487875	548146.8179625	0.2231307258094477	0.0546062771549731	0.209302892498651
PG250660	sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3	1401	40.47	40.47	3.498	1	176	49	0	36	30	0	0.0	36	30	481219.503	504042.5864	475079.0839	477041.5466	481655.934	480971.3004	Q15021	NCAPD2	Q15021	2026022.0547	514939.600125	511504.41072499997	490034.832975	507283.01015	513222.005425	498658.9215625	-0.041529668385384466	0.552203488383992	0.540118504498413
PG255612	sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1	165	81.21	81.21	47.88	1	195	20	0	39	13	0	1.19e-284	39	13	532919.5743	524704.9044	539096.286	527549.8364	544708.7235	550552.8162	P46783	RPS10	P46783	2020548.3177	480823.64145	469156.43425	521225.43319999997	554077.4805000001	474990.03784999996	537651.45685	0.1787739647557144	0.055576137284087	0.21086226119154
PG264019	tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog; mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=1	845	49.35	49.35	12.66	1	136	38	0	20	18	0	0.0	20	18	466090.501	470921.2136	454991.1028	446592.6047	440582.0668	447905.7916	K7EKE6	LONP1	K7EKE6	2013287.1915000002	529669.041575	530704.933025	466798.734775	479033.703675	530186.9873	472916.219225	-0.16491664011351678	0.053384760929058	0.207940179035372
PG248702	sp|O60306|AQR_HUMAN Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4	1485	34.55	34.07	5.118	1	128	46	1	40	35	1	0.0	38	33	481002.9153	509989.8908	471443.6214	488834.0006	478040.1878	477677.5399	O60306	AQR	O60306	2013158.5263999999	504774.89235	504774.89235	501343.97615	501343.97615	504774.89235	501343.97615	-0.00983936417172041	0.882514495981174	0.654921605871863
PG255886	sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4	432	53.94	51.85	18.29	1	163	25	2	36	22	2	0.0	32	20	477084.7181	515672.5422	472462.661	467885.8846	451516.2827	444222.3511	P23526	AHCY	P23526	2012145.6553	497620.22765	510445.1691	524225.13375	485888.614275	504032.69837500004	505056.8740125	0.002928528172352334	0.979363025539036	0.677322168897492
PG250913	sp|O75534-4|CSDE1_HUMAN Isoform 4 of Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1	844	54.5	53.79	17.89	2	180	52	1	37	31	1	0.0	35	30	465236.6189	493681.3422	461202.8918	454734.1181	448326.9806	434498.7168	O75534|O75534-4	CSDE1	O75534-4	2005375.6094	501343.97615	529669.041575	504774.89235	475905.935775	515506.5088625	490340.4140625	-0.07220696933816781	0.374269566563566	0.456266381255672
