Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG253251	sp|P16401|H15_HUMAN Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3	226	62.83	45.13	46.9	1	303	31	7	64	21	6	0.0	32	13	P16401	HIST1H1B	P16401	39884228.0	4716147.5721	4642949.0329	4683005.7498	2617598.7883	3754199.3538999995	3917977.4527999996	4022505.4688	4072535.4744	3821179.0981	3717640.8125	4164925.285775	3898227.4251666665	-0.09547235461054562	3870451.795	-0.1057886345110862	0.80054903093097	0.638779747064175	0.762345830152856	0.478122605413478
PG247528	sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3	1058	61.63	61.63	18.81	1	337	60	0	43	32	0	0.0	31	25	P22314	UBA1	P22314	39773292.695	3917977.4527999996	3902500.8854	3996775.8075	4256220.714	4172008.4469	4137176.1377	4172008.4469	3862872.7044	3877506.1449	3629104.8053	4018368.714925	4160397.677166667	0.050111488848840834	3789827.8848666674	-0.08447761818960174	0.315165918592453	0.447922120300786	0.155330478959001	0.1755514878322
PG248952	sp|P25705|ATPA_HUMAN ATP synthase subunit alpha; mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	553	63.83	62.75	23.15	1	279	40	1	61	33	1	0.0	41	22	P25705	ATP5A1	P25705	39512098.407	3933990.4291999997	3954472.6827	3933990.4291999997	3933990.4291999997	3842841.9015	4054611.6244	3902500.8854	3954472.6827	3996775.8075	4054611.6244	3939110.9925749996	3933318.1371	-0.002123188468793349	4001953.371533333	0.022834289453536275	0.953278259595306	0.673818192871336	0.591809134309118	0.413725842254712
PG246347	sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	545	75.05	73.94	26.97	1	225	51	1	46	35	1	0.0	34	28	P49368	CCT3	P49368	39129411.085	4054611.6244	3933990.4291999997	3972125.8792000003	4137176.1377	4022505.4688	4101907.8865	3877506.1449	3842841.9015	3754199.3538999995	3472955.3202	4024476.0176250003	4000639.8334	-0.008570205474805399	3689998.8585333335	-0.12518058813667315	0.849263617241739	0.649392210795495	0.0453231605622779	0.0752877490478207
PG253875	sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	821	53.84	53.84	25.58	1	285	54	0	35	28	0	0.0	31	25	Q14566	MCM6	Q14566	38684725.100999996	3996775.8075	4054611.6244	4054611.6244	4348572.5099	3972125.8792000003	3842841.9015	3862872.7044	3674386.4438	3654331.1362000005	3287047.9242000002	4113642.89155	3892613.4950333335	-0.07967745397799214	3538588.5014	-0.2172425557678855	0.137699654115949	0.325059961450177	0.0074734502093729	0.0231336803083772
PG246081	sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	1197	42.69	42.69	5.597	1	156	49	0	30	27	0	0.0	30	27	O95347	SMC2	O95347	38443506.706	3374639.7393	3534439.8504	3457768.7317000004	3413165.9015	3800698.79	3954472.6827	3917977.4527999996	4172008.4469	4172008.4469	4403726.597200001	3445003.5557250003	3891049.6418333333	0.17565391427232677	4249247.830333333	0.3027020169077424	0.0037407840792104	0.0960871158387195	0.0002388154753072	0.0040592341929011
PG244747	sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1	1010	54.26	54.26	7.129	1	183	47	0	32	25	0	0.0	27	21	P22102	GART	P22102	38268182.46999999	3565867.2357	3585889.9288999997	3554080.8276	3917977.4527999996	3862872.7044	3862872.7044	3842841.9015	4137176.1377	4054611.6244	3996775.8075	3655953.86125	3856195.7701	0.07693043224462232	4062854.5232	0.15224584410515454	0.1617761788753	0.34416383482965	0.0211721353310155	0.0463855121232621
PG247400	sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	2136	57.91	57.91	18.26	1	494	120	0	41	32	0	0.0	40	31	O75643	SNRNP200	O75643	38175708.931	3800698.79	3800698.79	3717640.8125	3821179.0981	3917977.4527999996	3821179.0981	3821179.0981	3800698.79	3778957.7517999997	3972125.8792000003	3785054.3726500003	3853445.2163333334	0.02583485579109162	3850594.1403333335	0.024767043646384622	0.534716650651167	0.550445617490681	0.591995487490075	0.413728935458027
PG255358	sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	353	75.64	75.64	49.29	1	601	39	5	58	32	5	0.0	42	23	P22626	HNRNPA2B1	P22626	38133715.295	3486085.2261	3554080.8276	3778957.7517999997	4300937.4454	4054611.6244	3534439.8504	3674386.4438	4101907.8865	4072535.4744	3902500.8854	3780015.312725	3754479.3062	-0.00977923879491324	4025648.0821	0.09082898012492709	0.935785107224834	0.670739002905975	0.264214718796104	0.247981133841835
PG247160	sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2	765	55.29	51.9	10.07	1	147	45	4	30	27	3	0.0	25	23	P11387	TOP1	P11387	37754935.857	3877506.1449	3821179.0981	3902500.8854	2777163.8464	3933990.4291999997	3877506.1449	3800698.79	3902500.8854	3902500.8854	3954472.6827	3594587.4937000005	3870731.788033333	0.10678012349772546	3919824.817833333	0.12496295991110205	0.358655496939781	0.47087228475156	0.293233515469798	0.266527085134781
PG253177	sp|P11021|GRP78_HUMAN 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	654	59.33	58.26	28.59	1	274	46	3	58	37	3	0.0	39	28	P11021	HSPA5	P11021	37704601.459	3654331.1362000005	3842841.9015	3821179.0981	3674386.4438	3654331.1362000005	3629104.8053	3996775.8075	3585889.9288999997	3862872.7044	3917977.4527999996	3748184.6449	3760070.5830000006	0.004567718533024528	3788913.362033333	0.015592125808003678	0.947934436723055	0.673058794946724	0.781206072281537	0.484030596998024
PG246589	sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	541	71.9	68.95	26.8	1	263	45	2	48	28	1	0.0	33	24	P48643	CCT5	P48643	37670182.812	3554080.8276	3565867.2357	3413165.9015	3902500.8854	3629104.8053	3754199.3538999995	3933990.4291999997	3996775.8075	3917977.4527999996	4022505.4688	3608903.7125500003	3772431.5294666663	0.06393406384418583	3979086.243033333	0.14087651657235628	0.311363394645774	0.445600250625765	0.0386144281938952	0.0677578558570047
PG250195	tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens GN=CLTC PE=1 SV=1	1679	65.22	53.72	12.98	3	418	98	23	74	53	13	0.0	50	36	Q00610|Q00610-2|A0A087WVQ6	CLTC	A0A087WVQ6	37546829.114	3754199.3538999995	3877506.1449	3862872.7044	3954472.6827	3778957.7517999997	3717640.8125	3778957.7517999997	3688434.5207999996	3717640.8125	3608130.1572	3862262.7214750005	3758518.7720333333	-0.03928209417814297	3671401.8301666663	-0.0731152794352641	0.371503746032743	0.476056799511043	0.135503910793919	0.159747713228696
PG253301	sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4	620	66.45	60.16	22.58	1	285	55	8	46	39	5	0.0	36	34	Q03252	LMNB2	Q03252	37405949.533	3180574.9432	3270107.5838	3305455.2293000002	3629104.8053	3486085.2261	3778957.7517999997	3754199.3538999995	4214185.3382	4137176.1377	4587512.8308	3346310.6404	3673080.7772666663	0.13441924572457287	4312958.102233333	0.3661063232339643	0.0604804755508795	0.240547733692639	0.0006258990164557	0.0059644554590442
PG256358	sp|P49588|SYAC_HUMAN Alanine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=AARS PE=1 SV=2	968	48.24	48.24	10.33	1	150	45	0	30	29	0	0.0	27	26	P49588	AARS	P49588	37237719.379	3717640.8125	3754199.3538999995	3565867.2357	4022505.4688	3821179.0981	3972125.8792000003	3717640.8125	3629104.8053	3688434.5207999996	3486085.2261	3765053.2177250003	3836981.9299333333	0.02730171362277399	3601208.1840666663	-0.06418925360990929	0.62472895940682	0.584993261621357	0.291258670999778	0.265581281647078
PG246318	sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	531	72.32	72.32	23.35	1	243	41	0	45	25	0	0.0	36	22	P40227	CCT6A	P40227	36773114.47400001	3629104.8053	3608130.1572	3688434.5207999996	3996775.8075	3877506.1449	3486085.2261	3688434.5207999996	3821179.0981	3674386.4438	3565867.2357	3730611.3227000004	3684008.6306	-0.018135618161411626	3687144.2591999997	-0.016908196570300734	0.765685609092191	0.62637623499218	0.77812168566226	0.483483304302185
PG256055	sp|P23246|SFPQ_HUMAN Splicing factor; proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	707	50.78	48.51	20.51	1	320	45	4	53	29	1	0.0	39	23	P23246	SFPQ	P23246	36490554.452	3862872.7044	3862872.7044	3877506.1449	3585889.9288999997	3554080.8276	3585889.9288999997	3608130.1572	3608130.1572	3554080.8276	3253799.1855	3797285.37065	3582700.3045666665	-0.08392105720403265	3472003.3901	-0.12920006688639252	0.114691422897708	0.300163743180905	0.0566607162068589	0.0873584837498611
PG252889	sp|P38646|GRP75_HUMAN Stress-70 protein; mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2	679	66.57	66.57	29.16	1	263	53	1	48	35	1	0.0	34	25	P38646	HSPA9	P38646	36167342.229	3287047.9242000002	3430210.7310999995	3629104.8053	3778957.7517999997	3608130.1572	3287047.9242000002	3654331.1362000005	3778957.7517999997	3800698.79	3877506.1449	3531330.3031	3516503.072533333	-0.006070292081991901	3819054.2289	0.11300363580602113	0.934799975570736	0.670718738493342	0.090985085694553	0.120297557496042
PG253672	sp|P25205-2|MCM3_HUMAN Isoform 2 of DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3	853	66.59	66.59	23.8	2	389	66	0	37	28	0	0.0	32	24	P25205|P25205-2	MCM3	P25205-2	35861627.287	3688434.5207999996	3654331.1362000005	3496738.4011	3554080.8276	3374639.7393	3800698.79	3554080.8276	3565867.2357	3486085.2261	3496738.4011	3598396.221425	3576473.118966667	-0.00881645313062501	3516230.2876333334	-0.03332449163707497	0.855085560253327	0.651276041481107	0.47627737243544	0.361883081867041
PG245564	sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5	427	64.87	63.47	31.85	1	199	42	1	46	30	1	0.0	24	20	P36578	RPL4	P36578	35765597.472	4072535.4744	3778957.7517999997	3674386.4438	3862872.7044	3954472.6827	3472955.3202	3496738.4011	3180574.9432	3212864.6508	3201165.5848000003	3847188.0936000003	3641388.801333333	-0.07931557681710288	3198201.7262666672	-0.26654342689536764	0.247280306423594	0.407437290443566	0.0009575911627903	0.0074216839978598
PG242160	sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1	858	62.7	57.46	15.5	2	204	49	4	34	30	4	0.0	26	24	Q92598|Q92598-2	HSPH1	Q92598	35433376.073	3534439.8504	3472955.3202	3585889.9288999997	3717640.8125	3688434.5207999996	3654331.1362000005	3585889.9288999997	3534439.8504	3472955.3202	3167562.9562	3577731.478	3642885.1953	0.026036417744200638	3391652.7089333334	-0.077056660326764	0.564306230631183	0.563555985500698	0.202893501361915	0.210286877669607
PG251160	sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	913	43.15	43.15	11.28	2	312	44	1	32	26	1	0.0	28	25	Q99613|Q99613-2	EIF3C	Q99613	35137959.466	3472955.3202	3496738.4011	3534439.8504	3534439.8504	3457768.7317000004	3554080.8276	3534439.8504	3486085.2261	3534439.8504	3554080.8276	3509643.355525	3515429.803233333	0.0023766531998903485	3524868.6347000003	0.0062450583896981205	0.954442266796109	0.674044379468324	0.882564069004394	0.515822235947468
PG255039	sp|P07737|PROF1_HUMAN Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	140	78.57	78.57	51.43	1	307	15	0	71	14	0	8.08e-264	53	13	P07737	PFN1	P07737	34777249.430999994	3167562.9562	2847181.2275	3342093.8658	3688434.5207999996	3287047.9242000002	2363343.2944	4054611.6244	3754199.3538999995	3972125.8792000003	4214185.3382	3261318.142575	3235000.947666667	-0.01168904844709969	3980170.190433333	0.28737493784142604	0.828095313422254	0.644475890080509	0.0142257794223305	0.0355496606149566
PG253671	sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4	904	59.29	59.29	20.46	1	536	58	0	35	25	0	0.0	33	24	P49736	MCM2	P49736	34710287.708	4172008.4469	3972125.8792000003	4022505.4688	3800698.79	3674386.4438	3122650.2585	3374639.7393	2819486.2566	2800047.3267	2800047.3267	3991834.646225	3390558.813866667	-0.2355288908729569	2806526.97	-0.5082660378595962	0.0080468016749475	0.118102424856349	1.00770818228983e-05	0.0006365717071017
PG255612	sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1	165	81.21	81.21	47.88	1	195	20	0	40	18	0	1.19e-284	31	15	P46783	RPS10	P46783	34450185.858	3319085.3252	3319085.3252	3241692.177	3079934.8774	3565867.2357	3674386.4438	3565867.2357	3554080.8276	3496738.4011	3395869.5625	3239949.4261999996	3602040.305066667	0.15284303076308073	3482229.597066667	0.1040400350500584	0.0120937863997526	0.133043867638671	0.0673142122274141	0.0987620548926257
PG259997	tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1	895	56.54	55.87	19.55	1	496	68	1	37	26	1	0.0	29	23	A8MXP9	MATR3	A8MXP9	34339975.851	3270107.5838	3457768.7317000004	3253799.1855	3201165.5848000003	3305455.2293000002	3457768.7317000004	3486085.2261	3496738.4011	3585889.9288999997	3688434.5207999996	3295710.27145	3416436.3957	0.05190284858619204	3590354.2836	0.12353679156188543	0.307514002896157	0.443187956973864	0.0370057071516916	0.0660750764562755
PG255006	sp|P13796|PLSL_HUMAN Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6	627	71.61	65.07	23.13	1	433	43	5	65	22	2	0.0	58	16	P13796	LCP1	P13796	34256733.055	2955040.3233	3026228.4359999998	2722887.7682	3212864.6508	3472955.3202	7578417.8824000005	2811211.8641	3094216.5199	2777163.8464	2556983.8857	2979255.294575	4620861.6889	0.6332101530863516	2809454.750666667	-0.08466159017060824	0.147243691498976	0.330827458310964	0.329978224589087	0.286441691316683
PG254493	sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3	394	73.6	72.08	45.43	1	231	36	1	41	26	1	0.0	30	20	Q9UQ80	PA2G4	Q9UQ80	34239417.857999995	3778957.7517999997	3688434.5207999996	3754199.3538999995	3754199.3538999995	3585889.9288999997	3201165.5848000003	3430210.7310999995	3241692.177	3143087.8254	2702646.9483	3743947.7451	3405755.414933333	-0.13658546784963993	3029142.3169	-0.3056509378770595	0.0282266475837372	0.180689721280138	0.0024152952439563	0.01230153385766
PG253726	sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1	758	64.91	64.91	18.73	2	160	51	0	26	23	0	0.0	26	23	Q16891|Q16891-2	IMMT	Q16891	34042844.341	3102505.5927999998	3180574.9432	3133412.3935	3319085.3252	3212864.6508	3565867.2357	3472955.3202	3717640.8125	3629104.8053	3821179.0981	3183894.5636750003	3417229.0689000003	0.1020343988627581	3722641.5719666667	0.22553415443158645	0.0977722032846787	0.281551628178547	0.0017535779955555	0.0105220636653366
PG251093	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	803	58.41	56.66	19.8	1	255	53	2	47	38	2	0.0	29	25	P14625	HSP90B1	P14625	33944951.31	3954472.6827	3996775.8075	3954472.6827	4054611.6244	3717640.8125	2996578.7517	3143087.8254	2777163.8464	2788115.0266	2204781.5393	3990083.199325	3285769.1298666666	-0.28018771432577105	2590020.1374333333	-0.6234555142306415	0.0063570309414038	0.110846973000075	0.0001266303837139	0.0029688020185729
PG244844	sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3	592	88.01	86.99	29.56	1	246	51	1	36	28	0	0.0	28	23	P31939	ATIC	P31939	33590871.768	3608130.1572	3717640.8125	3800698.79	3565867.2357	3342093.8658	3241692.177	3342093.8658	2847181.2275	3180574.9432	2914511.8901	3673084.24885	3308626.6361999996	-0.1507594881599531	2980756.020266667	-0.30131369405317726	0.0105180324767807	0.127754370726813	0.0008159998981449	0.0068600613322062
PG255064	sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	199	81.91	66.83	47.74	1	205	21	4	45	20	4	0.0	24	11	Q06830	PRDX1	Q06830	32970986.321000002	3821179.0981	3674386.4438	3654331.1362000005	3842841.9015	3534439.8504	3154323.5845	3079934.8774	2855296.5857	2768399.3535	2266899.3393	3748184.6449	3256232.7707666666	-0.2029881916066311	2630198.426166667	-0.5110203827646553	0.010078636115572	0.126750722456305	0.0003650615224991	0.0049416482298
PG250913	sp|O75534-4|CSDE1_HUMAN Isoform 4 of Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1	844	54.5	53.79	17.89	2	180	52	1	30	24	0	0.0	28	23	O75534|O75534-4	CSDE1	O75534-4	32651091.119000003	3430210.7310999995	3486085.2261	3472955.3202	3496738.4011	3430210.7310999995	3094216.5199	3102505.5927999998	3005617.1436	3094216.5199	2847181.2275	3471497.419625	3208977.6146000004	-0.1134443734726126	2982338.297	-0.21911418226196083	0.057206120947249	0.235076943413557	0.0019479101804544	0.0111301470784869
PG245337	sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2	522	76.82	76.82	22.22	1	213	37	0	37	26	0	0.0	27	22	Q9P258	RCC2	Q9P258	32500999.441000003	3111586.4593	3122650.2585	3026228.4359999998	3059626.5623	2996578.7517	3496738.4011	3457768.7317000004	3413165.9015	3608130.1572	3374639.7393	3080022.929025	3317028.6281666667	0.10695037259187005	3465311.932666667	0.17004413248274536	0.143185015076784	0.329807394628266	0.0070765442146802	0.0222586066742051
PG247189	sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3	2363	43.93	43.33	10.11	1	299	104	2	32	31	0	0.0	32	31	P12270	TPR	P12270	32426414.634000003	2711697.0049	2899981.2660999997	2864498.0519000003	3180574.9432	3053748.5589	3413165.9015	3319085.3252	3654331.1362000005	3565867.2357	3933990.4291999997	2914187.816525	3261999.928533333	0.16266288977348417	3718062.9337000004	0.35145732953735853	0.0473201673600667	0.221571908225716	0.0010453832315614	0.0077690720854438
PG246234	sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2	1262	50.79	50.79	13.47	1	250	62	0	25	24	0	0.0	23	23	P41252	IARS	P41252	32124460.075	3253799.1855	3287047.9242000002	3212864.6508	3102505.5927999998	3201165.5848000003	3342093.8658	3180574.9432	3287047.9242000002	3227419.7582	3094216.5199	3214054.3383249994	3241278.1312666666	0.012168502273420244	3202894.7341000005	-0.005017936630913601	0.792359723807596	0.635197469841468	0.916099526486919	0.526758095566175
PG247594	sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	971	54.99	54.99	14.11	2	213	52	0	35	26	0	0.0	30	25	P55060|P55060-3	CSE1L	P55060	32122576.531	3395869.5625	3253799.1855	3430210.7310999995	3305455.2293000002	3319085.3252	3180574.9432	3133412.3935	3079934.8774	3068126.687	2781571.4052999998	3346333.6771	3211024.2206333335	-0.0595477624817985	2976544.323233334	-0.1689429323190265	0.223814662172405	0.391223658211262	0.0156257121878551	0.0376341400834105
PG245965	sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1	876	48.74	44.63	14.27	4	329	53	11	29	25	2	0.0	24	21	Q9BXP5|Q9BXP5-2|Q9BXP5-3|Q9BXP5-4	SRRT	Q9BXP5	32084693.667	3305455.2293000002	3374639.7393	3201165.5848000003	3472955.3202	3270107.5838	3253799.1855	3122650.2585	2963623.6354	3038400.271	2855296.5857	3338553.9684	3215519.009266667	-0.05417174355708462	2952440.1640333333	-0.17731554050199752	0.289745710172901	0.434139438978191	0.0085227698751202	0.025305817855705
PG249925	sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1	417	69.06	69.06	41.01	1	149	32	0	37	24	0	0.0	27	21	P27797	CALR	P27797	31978416.770999998	3585889.9288999997	3395869.5625	3486085.2261	3654331.1362000005	3395869.5625	2886088.5199	3201165.5848000003	2840823.0033	2781571.4052999998	2482137.823	3530543.963425	3161041.2224	-0.1594906325476308	2701510.7438666667	-0.386124062208921	0.0392005721995435	0.202207809511901	0.0003270403424557	0.0047093174482361
PG249854	sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2	1230	52.52	49.02	11.54	1	259	65	5	30	25	3	0.0	27	22	Q86VP6	CAND1	Q86VP6	31963720.491999995	2914511.8901	2996578.7517	3053748.5589	3094216.5199	3094216.5199	2963623.6354	3305455.2293000002	3472955.3202	3395869.5625	3674386.4438	3014763.93015	3121098.4615333336	0.0500088338803546	3514403.7755	0.22123491751543314	0.381839886333235	0.479867135155627	0.0025849672933085	0.0126966488786796
PG244936	sp|O76021|RL1D1_HUMAN Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3	490	60.0	60.0	28.78	1	205	41	0	26	24	0	0.0	23	22	O76021	RSL1D1	O76021	31900676.024000004	3842841.9015	3629104.8053	3608130.1572	3143087.8254	3413165.9015	3374639.7393	3059626.5623	2680803.718	2680803.718	2185806.3928	3555791.17235	3282477.401033333	-0.11538552019649904	2515804.6096	-0.4991507193765107	0.19316759273939	0.366994699002782	0.001182175097439	0.0082466821246753
PG244778	sp|P22234-2|PUR6_HUMAN Isoform 2 of Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS	432	56.94	56.94	30.56	2	194	32	0	30	21	0	0.0	24	17	P22234|P22234-2	PAICS	P22234-2	31875798.397999994	3038400.271	3053748.5589	2996578.7517	3253799.1855	3241692.177	3212864.6508	3395869.5625	3457768.7317000004	3319085.3252	3143087.8254	3085631.6917749997	3283475.463433333	0.08965780566534703	3306647.2941	0.09980329891024792	0.106220015102604	0.291357850426896	0.110031309951	0.136943228379643
PG246314	sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	535	86.92	86.92	23.18	1	357	47	0	62	33	0	0.0	46	26	P78371	CCT2	P78371	31839782.831	3143087.8254	3167562.9562	3227419.7582	3374639.7393	3227419.7582	3059626.5623	3241692.177	3253799.1855	3122650.2585	2906327.9732999997	3228177.5697749997	3176246.165833333	-0.02339720921957284	3094259.1391000003	-0.06112591279053932	0.638884352726849	0.588987182850765	0.303679084481667	0.27242814034402
