Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,Exp1 5 min log2 fold change,Exp1 5 min q-value,Exp1 60 min log2 fold change,Exp1 60 min q-value,Exp2 5 min log2 fold change,Exp2 5 min q-value,Exp2 60 min log2 fold change,Exp2 60 min q-value,Significant
PG256486,Q08945,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1,Q08945,0.014761081312792076,0.662415286869562,-0.018987674910198777,0.470710642684708,0.1722306002319702,0.131658856888777,0.0980665170209345,0.374200488818699,False
PG246236,Q15046|Q15046-2,sp|Q15046-2|SYK_HUMAN Isoform Mitochondrial of Lysine--tRNA ligase OS=Homo sapiens GN=KARS,Q15046-2,0.07243571692568626,0.347925652522739,0.08667604256823455,0.115744005375062,-0.06498038357928106,0.320359576917797,0.0505894432909541,0.524086657046372,False
PG252447,Q02790,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3,Q02790,0.13779533618882206,0.313551095979705,0.007736091204031753,0.516206120032513,0.0002293081768029334,0.541653839000188,-0.01794012497022919,0.630324990094357,False
PG246201,P41250,sp|P41250|SYG_HUMAN Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,P41250,-0.05390964994140249,0.439349235016958,-0.2556533073440957,0.0091059210302338,0.04828359592315284,0.394694997757821,-0.03217227684047838,0.579065767948532,False
PG246778,P11388|P11388-2|P11388-3|P11388-4,sp|P11388-4|TOP2A_HUMAN Isoform 4 of DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A,P11388-4,0.12247068499751837,0.47201964437523,0.23034879820685508,0.151099405912961,-0.05162549524351328,0.467251277574275,0.04507327701587056,0.674882679399716,False
PG254283,Q9Y266,sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1,Q9Y266,0.002744146681103987,0.674562859851095,-0.2690817801832571,0.0877000408366201,-0.004504615321099654,0.527093131597242,0.06928865930670608,0.456647605315648,False
PG252527,Q92945|A0A087WTP3,tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=1,A0A087WTP3,-0.016590714820840444,0.613652751285354,-0.012920532724472203,0.486681207782453,0.12058262070741184,0.313609599585527,-0.016484575325439392,0.636149641167898,False
PG251558,Q92841|H3BLZ8,tr|H3BLZ8|H3BLZ8_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1,H3BLZ8,-0.06820097802425193,0.400198776962049,-0.13634432707032487,0.0386161451297066,-0.06347551035180823,0.327276568131804,-0.00013699678118367332,0.681912356272673,False
PG242408,P23588-2,sp|P23588-2|IF4B_HUMAN Isoform 2 of Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B,P23588-2,0.06364262888484831,0.426858685080475,0.18696701073615887,0.0165177401591054,0.26398885379289333,0.115098339376848,0.14466734909178247,0.375366482237651,False
PG250890,P31146,sp|P31146|COR1A_HUMAN Coronin-1A OS=Homo sapiens GN=CORO1A PE=1 SV=4,P31146,0.02136516208407069,0.581466990880139,0.026582748303021063,0.415522218529288,0.007098169509188765,0.520260896228625,0.09965768780610373,0.351144740964215,False
PG245565,P46777,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,P46777,-0.07924146981507578,0.482314004297938,-0.15792642862782325,0.100219471310084,0.15556770376600626,0.139843596450689,0.08720396899179494,0.398283102177079,False
PG253106,P16402,sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,P16402,0.018950340197599745,0.637547345662594,0.09314207251493528,0.377669134216416,1.0002336892331867,0.0741895061795045,0.8639726262087886,0.234452449727986,True
PG247678,P12956,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,P12956,0.12380906290222432,0.230982434847716,0.2391577178683588,0.0116591702428655,-0.07902525098357897,0.295752628356489,0.02539738229820966,0.600850740107772,False
PG253874,P33992,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,P33992,-0.04560065400749445,0.594910211972207,-0.20063291120346866,0.0964825120704362,0.10182374524120173,0.386973532611284,0.027607738992869668,0.660425212168022,False
PG259804,J3KTL2,tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=1,J3KTL2,-0.10555359190839556,0.281516038218705,-0.10223922866745744,0.163224287572427,0.08045211818677103,0.37516137281494,-0.06686623944927676,0.493023998576223,False
PG246488,P54577,sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4,P54577,-0.006284887367039581,0.662156603608778,0.10339188508373426,0.0831450061609311,-0.0855597636670079,0.272063427621137,-0.11869412116743366,0.32147482242439,False
PG252072,P26641|P26641-2,sp|P26641-2|EF1G_HUMAN Isoform 2 of Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G,P26641-2,0.0599713870719688,0.399478922719355,-0.011128784070383332,0.497554747326596,-0.07561476523155759,0.338946984647734,0.005884307022749431,0.68208018096085,False
PG246100,Q13435,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,Q13435,-0.05676967739674934,0.42336217558357,-0.05747105209732074,0.294207691521073,0.08769481605578605,0.282698478743559,0.0592849641331533,0.490648653219891,False
PG248209,P52209|P52209-2,sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase; decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3,P52209,-0.09948629200066939,0.237419075607699,-0.26098075621018785,0.005419153816208,0.10850259522180913,0.227927880440448,-0.03225588444175583,0.592608795303432,False
PG252444,P49327,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,P49327,0.07943621851372101,0.337170272727041,0.36873567365978915,0.0053032115683915,-0.01375441374862047,0.49872718469769,-0.045158734059068166,0.524086657046372,False
PG242274,Q5SSJ5,sp|Q5SSJ5|HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1,Q5SSJ5,0.18167378825605635,0.347040554380426,0.3784386031120129,0.0430548450473769,0.15492797373580672,0.404616293997128,0.0884108282884327,0.650702592293627,False
PG243799,Q9BXJ9|A0A0B4J1W3,sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15; NatA auxiliary subunit OS=Homo sapiens GN=NAA15 PE=1 SV=1,Q9BXJ9,0.039721299177981964,0.472560400777233,0.2154139869072633,0.0085764538041484,0.01246026443220267,0.513417809995312,0.018027306916153372,0.650138183867514,False
PG247974,P00813,sp|P00813|ADA_HUMAN Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3,P00813,-0.10367855060575397,0.29063719056019,-0.2720403178295093,0.0269031915227033,0.008429358130283388,0.535501301135004,0.22546951601884693,0.202261477920096,False
PG255243,Q13200,sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3,Q13200,0.11588628299957496,0.274991455363446,0.3495313680343983,0.0103559557819607,-0.1599736514065788,0.14191860507866,-0.15053398422666123,0.225459696465472,False
PG242068,P26583,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2,P26583,-0.014364033147370277,0.659042127234535,0.2125688961165399,0.0438785805312033,0.5907555736221397,0.131658856888777,0.44479212911849686,0.0790646864170196,False
PG252317,P15311|E7EQR4,tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=3,E7EQR4,-0.014478885763710064,0.620527169288335,-0.014932725499390977,0.473695086997707,0.17977921843158792,0.131677864969269,0.14998898200823768,0.318353274187444,False
PG251751,P55265|P55265-4,sp|P55265-4|DSRAD_HUMAN Isoform 4 of Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR,P55265-4,0.028302224106572956,0.542444016833159,0.16527700304663878,0.0195673235270479,0.11226071827042465,0.207109361131982,0.020584570494495306,0.64546005569188,False
PG248605,P04075,sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2,P04075,0.008317362910202223,0.653725669484886,0.04499839192238804,0.341778511734286,-0.022111119345912228,0.493592499659319,-0.0051630798943193825,0.665908654208356,False
PG246127,P14868,sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase; cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2,P14868,0.01884601339272936,0.613652751285354,0.1601107778781245,0.0413476572057487,-0.11580730066931332,0.196000234003457,0.0002754106423876301,0.68208018096085,False
PG247960,P61221,sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=1 SV=1,P61221,0.16239917160378492,0.157001920787059,0.1533772193707725,0.0333241888073795,-0.06442571413012149,0.318131518433283,-0.03950305363371803,0.546537136581359,False
PG242209,P09429,sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3,P09429,0.12087466174755115,0.341397641757882,0.12667541017760695,0.117441266162683,0.09509589698592139,0.407902798971591,0.0976160435996016,0.560370107358992,False
PG254712,Q99623,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2,Q99623,0.03694334501208796,0.507288908783019,-0.12088168207021596,0.110980535115784,0.08045258040443345,0.301711000064114,-0.20125115626454948,0.185061873087486,False
PG252999,P34897|P34897-3,sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase; mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3,P34897,-0.11982735525799536,0.166243148792318,-0.3718048402301871,0.0051614382262914,-0.262279710160616,0.0784586461957347,-0.18300635906486606,0.2281962918147,False
PG244712,P17812,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2,P17812,-0.04712864413218962,0.455311715917983,-0.020252428770841793,0.460895487940824,-0.16963253704182987,0.131658856888777,-0.11793902775751842,0.316591720919486,False
PG246551,P50991,sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4,P50991,-0.06548581404496355,0.378093713914375,-0.0210845068813124,0.459327200766487,-0.04709212670216526,0.393916126142097,-0.022822206661129992,0.61746295040024,False
PG256530,P16949,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3,P16949,0.032992099604338965,0.567044715365541,0.16442058206853621,0.0484192167016365,0.14561251325574567,0.279602623255417,0.15553309174997043,0.344499544059096,False
PG255978,O75533,sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,O75533,0.05472727395954679,0.43113818483291,0.0732864096092995,0.184748483826112,0.17417808674993093,0.16610186812159,0.1503395493593158,0.296942561932339,False
PG246346,P17987,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1,P17987,-0.05767052128888054,0.422561810421997,-0.0787338540654709,0.164950064588129,0.026254616289632503,0.47065672812713,-0.07082179328648722,0.443942143610685,False
PG253189,P16403,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2,P16403,0.02308566528015362,0.62947175722084,-0.2135922936466695,0.192865919867398,1.9084210480691628,0.0008016281643423,0.83007633176969,0.182325979561031,True
PG245605,P62917,sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2,P62917,-0.05547444292501089,0.47087228475156,-0.37523675115342764,0.0216091289201003,-0.027271954166281497,0.469859541209133,0.39438269640377915,0.133512462548464,False
PG247174,Q9Y2W1,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2,Q9Y2W1,0.014430997540466858,0.628184122616961,0.1473827079995122,0.0589785806311437,0.06620402133880762,0.328083188139427,0.09099532314913245,0.361408219922089,False
PG242321,P48735,sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP]; mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2,P48735,-0.010645071558672468,0.643114044608964,-0.11907235081251848,0.0651350639350889,-0.17609268562135968,0.121990950493,-0.17408685396548945,0.199127069286775,False
PG252492,O75369-8,sp|O75369-8|FLNB_HUMAN Isoform 8 of Filamin-B OS=Homo sapiens GN=FLNB,O75369-8,0.13281341506589858,0.299917130005613,0.4163120977848401,0.0074003172242702,-0.12060501044654319,0.182055698167781,-0.15082909619331325,0.2281962918147,False
PG252075,P55884|P55884-2,sp|P55884-2|EIF3B_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B,P55884-2,0.023508262230088298,0.588608937302494,0.04184998818153344,0.347331500823264,0.09222278919955978,0.253476166203685,0.11511130032745041,0.376743798165565,False
PG246421,P37837,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,P37837,-0.033422272948849155,0.526983315419686,-0.013255310818851743,0.487457849324326,-0.04292621228981966,0.407600904847424,-0.006832612344379033,0.665097344427276,False
PG246145,Q9P2J5,sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2,Q9P2J5,-0.07018024770258333,0.514808033453288,-0.10582844594452061,0.246010647262594,-0.07522501884358469,0.289581533918469,-0.07709107359903358,0.421898126114805,False
PG246698,P29401|P29401-2,sp|P29401-2|TKT_HUMAN Isoform 2 of Transketolase OS=Homo sapiens GN=TKT,P29401-2,-0.019599071432493658,0.644309391941404,-0.21024334715770804,0.0745931534006543,0.015279838477339457,0.497827439100486,0.15801700463158608,0.297459352711983,False
PG254424,P54886|P54886-2,sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2,P54886,0.013495392022565727,0.637957787210869,0.038873378166955935,0.330862184449243,-0.15170804639372404,0.145050340797948,-0.01592375558741274,0.636149641167898,False
PG253634,P33991,sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,P33991,-0.09235919014313515,0.253297042206002,-0.19158714200429217,0.0201876276591476,-0.017683234819865536,0.485084636737088,0.006806644829236238,0.672297548742914,False
PG245783,O60264,sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,O60264,0.1663715382904105,0.329807394628266,0.35383513562077507,0.0314759185029005,0.053850535537836274,0.51358204141291,0.0029397740214994654,0.661021615420276,False
PG245782,Q14683,sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,Q14683,0.16519426497590195,0.189486445737051,0.5121430141704122,0.0033423620565713,0.06583154007537258,0.435772251819125,0.13120603215461382,0.473036582496612,False
PG247701,O75083,sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4,O75083,-0.10258237636557466,0.262710583547857,-0.31224703146858684,0.0053032115683915,0.0816314338723265,0.263225518930011,-0.0354586361542775,0.565694134689681,False
PG250321,Q8N163,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2,Q8N163,0.03171359021983245,0.569841379177971,0.29345434908864826,0.0171173021468761,-0.014776351425498926,0.493592499659319,0.03439325486810052,0.592527436313534,False
PG244888,O15067,sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4,O15067,0.09673512641385881,0.347040554380426,0.279171614269641,0.012612370424251,0.044396085014140475,0.400948120254623,0.13660890730054379,0.278264353363638,False
PG246237,P56192,sp|P56192|SYMC_HUMAN Methionine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2,P56192,-0.1142999232771765,0.293077824947197,-0.4520077921437449,0.0068430173685529,-0.09226748598963633,0.243127892304096,-0.10745794025971729,0.310560796739369,False
PG247939,P62258,sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1,P62258,0.012066009772385533,0.65555220287826,-0.17791283742002542,0.0666954244370432,0.10746691785011646,0.285653946686776,0.09074831562688372,0.40560004274971,False
PG254961,Q9H307,sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,Q9H307,0.04711257540094664,0.467857681482417,0.2038397065493692,0.0189419347384774,0.1517159792212065,0.159783302177265,0.17980455296230843,0.225459696465472,False
PG245566,P62424,sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2,P62424,-0.06506330215985642,0.408082208153237,-0.22994653828670725,0.01230153385766,0.05948779912578281,0.395497659363616,0.09066674403544868,0.427210984587486,False
PG242356,P05204,sp|P05204|HMGN2_HUMAN Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3,P05204,-0.0087683516235461,0.673255493290413,-0.17920199641433343,0.278294456124793,0.8080348529461352,0.197656686175215,0.5852325829363756,0.262809671331614,False
PG250670,P23528,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3,P23528,0.006347441590249896,0.664837403923117,0.16937259008195663,0.0729275350025289,-0.10483657760153511,0.241773007027795,-0.09187596509597173,0.476050222185653,False
PG245913,Q9NTJ3,sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2,Q9NTJ3,0.13445197587667157,0.188896488834703,0.3540682836330102,0.0076772438948947,0.024846544332915742,0.459182835474109,0.04879561021120644,0.514526058201889,False
PG249345,Q7L1Q6|Q7L1Q6-3|Q7L1Q6-4,sp|Q7L1Q6-3|BZW1_HUMAN Isoform 3 of Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1,Q7L1Q6-3,-0.1141352492034764,0.173986849842296,-0.25638693552489344,0.0122658406325177,-0.08455046027261222,0.264579695940575,0.2491524148090761,0.149291970578071,False
PG257108,P43403,sp|P43403|ZAP70_HUMAN Tyrosine-protein kinase ZAP-70 OS=Homo sapiens GN=ZAP70 PE=1 SV=1,P43403,0.06406090633104981,0.366223604180771,0.14967444237454214,0.0402088773124679,-0.1218952189749754,0.185935515983152,-0.08551048628759819,0.375366482237651,False
PG253423,Q9BQG0|Q9BQG0-2,sp|Q9BQG0-2|MBB1A_HUMAN Isoform 2 of Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A,Q9BQG0-2,0.04592443311093314,0.48915642202861,0.021969434452791006,0.444191384523358,0.07484327276184606,0.460275177880426,0.008855626246334097,0.673018733269779,False
PG246854,Q13263,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5,Q13263,-0.01401350916040811,0.625857121605833,-0.082672240797324,0.144514945628063,-0.042176623275126425,0.41839912870824,0.017122539567675538,0.660182646277051,False
PG252827,P52566,sp|P52566|GDIR2_HUMAN Rho GDP-dissociation inhibitor 2 OS=Homo sapiens GN=ARHGDIB PE=1 SV=3,P52566,-0.06796788298088978,0.560956551346874,-0.1798136323589431,0.097769157422701,-0.028776225211149174,0.449073429479151,0.05756925954324364,0.581474349619914,False
PG243426,P07195,sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2,P07195,-0.08413666149161826,0.434139438978191,-0.2390445665841619,0.0609921366761304,0.030853953529490115,0.485805118751903,0.06239550549001492,0.549561035173305,False
PG251399,Q92499|F1T0B3|A0A087X2G1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2,Q92499,-0.08504740292772155,0.321587646587194,0.001952563928682451,0.538663183492129,0.04740436706382883,0.435388394393323,-0.06720018700039326,0.443942143610685,False
PG254356,Q08J23,sp|Q08J23|NSUN2_HUMAN tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2 PE=1 SV=2,Q08J23,0.009986287963991676,0.644982459032732,0.07905356197329816,0.133579678038769,-0.06020029232454178,0.339168908607036,-0.11986669426972434,0.343827952729772,False
PG244141,P46087|P46087-2|P46087-4,sp|P46087-4|NOP2_HUMAN Isoform 4 of Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2,P46087-4,-0.04823336906716019,0.624539186106203,-0.05450150818144217,0.456929887125425,0.2904759341851467,0.26081300780894,0.1887842082288514,0.44590628208696,False
PG251712,Q16643|Q16643-3,sp|Q16643-3|DREB_HUMAN Isoform 3 of Drebrin OS=Homo sapiens GN=DBN1,Q16643-3,-0.09534669920443559,0.261776471377387,-0.20330935277634352,0.0269031915227033,-0.03690864838177644,0.417222614958272,0.16825859290711187,0.215211585305134,False
PG255492,P04843,sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,P04843,-0.11879873922940486,0.414042111635058,-0.4036694239887557,0.0184598389043317,0.17335806198621195,0.243797131059476,-0.05193629240013332,0.582541909104226,False
